,Assembly accession,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality,orfs,pfam,ko,cog,cazymes,Orfs_anno_pfam%,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Assembly method resumed,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host resumed,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
37,GCA_000220625.1,GCA_000220625.1_ASM22062v1_genomic,p__Bacteroidetes (UID2605),100.0,0.24,0.0,98.8,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga canimorsus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga canimorsus,1,1,2571406,2571406,0.0,1,2571406,1,2571406,1,2571406,1,2571406,2571406,2571406,1,100.0,0.36109,0.0,High,2246,1735,861,1369,68,77.24844167408726,38.334817453250224,60.952804986642924,3.0276046304541406,ASM22062v1,,,,,,Complete Genome,,,,PRJNA50199,SAMN02603043,,Sample from Capnocytophaga canimorsus Cc5,,,Rod,G. Wauters and M. Delme,1995,"G. R. Cornelis' lab, Biozentrum, Basel University, Switzerland.Capnocytophaga canimorsus clinical isolate 5 does not express any classical complex virulence function (e.g. T3SS, T4SS or T6SS) but presents a very high relative number of surface-exposed complexes classically encoded by the so called polysaccharide utilization loci (PULs), a hallmark of the CFB group. Recent works in our lab showed that PUL-encoded complexes are not only essential for feeding on host polysaccharides but also required for local control of host immunity by Cc5. The genome of Cc5 is thus a valuable tool for the understanding of commensal cross-talks in mammalians oral cavity and their pathogenic extend when host features change.",2011-07-14T00:00:00Z,,,1.0,Belgium: Libramont,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/625/GCA_000220625.1_ASM22062v1,,GCF_000220625.1,CP002113,,Capnocytophaga canimorsus Cc5,,Full,Complete,,Belgium: Libramont,Libramont,Belgium,,,Homo sapiens,,,,,,,Homo sapiens,,,,,,,,,,,,strain=Cc5,,,,,,,fatal septicemia after dog bite,,,,,,,,,,,,NCBI,860228.0,,Capnocytophaga canimorsus Cc5,Capnocytophaga canimorsus Cc5,,,Microaerophilic,identical,,,,,"21762219,21914877",2014-01-30T11:19:27.813,,NC_015846,,2404.0,,,Major,,,SAMN02603043,CP002113,,2011/07/14,"BIOZENTRUM, Basel university, Switzerland",,,,,complete,,28188.0,,No,Cc5,,,Generic,Generic.1.0,"BIOZENTRUM, Basel university, Switzerland",,,860228.0,,,Mesophilic,,,,,,latest,,,,False,Non_marine
42,GCA_000242075.2,GCA_000242075.2_Myro_odor_CCUG_10230_V2_genomic,f__Flavobacteriaceae (UID2817),99.65,0.88,66.67,95.25,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides odoratimimus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,7,38,4026612,3992214,0.8540000000000001,1,2133115,6,244653,3,536823,17,83139,2133115,464436,5,99.464,0.33984000000000003,0.01857,Low,3556,2711,1345,2230,37,76.23734533183351,37.82339707536558,62.71091113610798,1.0404949381327335,Myro_odor_CCUG_10230_V2,,,,,,Scaffold,Allpaths v. r37753,Allpaths v. r37753,,PRJNA52189,SAMN02463909,,MIGS Cultured Bacterial/Archaeal sample from Myroides odoratimimus CCUG 10230,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2012-01-10T00:00:00Z,,,35.0,, ,,,,,,,,,terrestrial biome [ENVO:00000446],,human-associated habitat [ENVO:00009003],,biological product [ENVO:02000043],,,,3989000,,,Level 2: High-Quality Draft144x;35,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/075/GCA_000242075.2_Myro_odor_CCUG_10230_V2,,GCF_000242075.2,AGEC00000000,,Myroides odoratimimus CCUG 10230,,Full,WGS,,9606.0,,,,,Homo sapiens,,,,,,,Homo sapiens,,,9606.0,,,,,,,,,strain=CCUG 10230,bacteria_archaea,,,,,,,,,,,,,,,,skin,,NCBI,883150.0,,Myroides odoratimimus CCUG 10230,Myroides odoratimimus CCUG 10230,,,,identical,,,Myroides odoratimimus CCUG 10230,Reference Genome,,2013-12-18T11:11:54.603,,,,3560.0,,,Major,,,SAMN02463909,52189,,2013/06/21,Broad Institute,,,,,WGS,LMG 12837,76832.0,,,CCUG 10230,,,MIGS.ba,MIGS.ba.5.0,Broad Institute,,,883150.0,,,,,,,,,latest,AGEC00000000.2,,,False,Non_marine
43,GCA_000242095.1,GCA_000242095.1_Myro_odor_CCUG_12901_V1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.18,0.0,98.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides odoratimimus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,3,54,4070988,4037729,0.8170000000000001,1,3471562,12,127555,2,594067,32,38325,3471562,266438,2,99.868,0.34059,0.0082,High,3612,2740,1327,2222,37,75.85825027685493,36.73864894795128,61.5171650055371,1.0243632336655593,Myro_odor_CCUG_12901_V1,,,,,,Scaffold,Allpaths v. r37654,Allpaths v. r37654,,PRJNA52193,SAMN02463910,,MIGS Cultured Bacterial/Archaeal sample from Myroides odoratimimus CCUG 12901,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2012-01-10T00:00:00Z,,,54.0,, ,,,,,,,,,terrestrial biome [ENVO:00000446],,human-associated habitat [ENVO:00009003],,biological product [ENVO:02000043],,,,,,,Level 2: High-Quality Draft400x;54,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/095/GCA_000242095.1_Myro_odor_CCUG_12901_V1,,GCF_000242095.1,AGED00000000,,Myroides odoratimimus CCUG 12901,,Full,WGS,,9606.0,,,,,Homo sapiens,,,,,,,Homo sapiens,,,9606.0,,,,,,,,,strain=CCUG 12901,bacteria_archaea,,,,,,,,,,,,,,,,urogenital_tract,,NCBI,883152.0,,Myroides odoratimimus CCUG 12901,Myroides odoratimimus CCUG 12901,,,,identical,,,Myroides odoratimimus CCUG 12901,Reference Genome,,2013-12-18T11:11:54.723,,,,3625.0,,,Major,,,SAMN02463910,52193,,2012/01/11,Broad Institute,,,,,WGS,LMG 12839,76832.0,,,CCUG 12901,,,MIGS.ba,MIGS.ba.5.0,Broad Institute,,,883152.0,,,,,,,,,latest,AGED00000000.1,,,False,Non_marine
44,GCA_000242135.1,GCA_000242135.1_Myro_odor_CIP_101113_V1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.18,0.0,98.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides odoratimimus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,3,59,4138659,4092291,1.12,1,2491923,8,140098,3,538675,31,38086,2491923,461824,3,100.0,0.33967,0.00718,High,3625,2717,1349,2222,40,74.95172413793101,37.21379310344828,61.29655172413793,1.1034482758620692,Myro_odor_CIP_101113_V1,,,,,,Scaffold,Allpaths v. r37654,Allpaths v. r37654,,PRJNA52195,SAMN02463911,,MIGS Cultured Bacterial/Archaeal sample from Myroides odoratimimus CIP 101113,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2012-01-10T00:00:00Z,,,59.0,, ,,,,,,,,,terrestrial biome [ENVO:00000446],,human-associated habitat [ENVO:00009003],,biological product [ENVO:02000043],,,,,,,Level 2: High-Quality Draft200x;59,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/135/GCA_000242135.1_Myro_odor_CIP_101113_V1,,GCF_000242135.1,AGEE00000000,,Myroides odoratimimus CIP 101113,,Full,WGS,,9606.0,,,,,Homo sapiens,,,,,,,Homo sapiens,,,9606.0,,,,,,,,,strain=CIP 101113,bacteria_archaea,,,,,,,,,,,,,,,,skin,,NCBI,883154.0,,Myroides odoratimimus CIP 101113,Myroides odoratimimus CIP 101113,,,,identical,,,Myroides odoratimimus CIP 101113,Reference Genome,,2013-12-18T11:11:54.810,,,representative genome,3637.0,,,Major,,,SAMN02463911,52195,,2012/01/11,Broad Institute,,,,,WGS,LMG 14961,76832.0,,,CIP 101113,,,MIGS.ba,MIGS.ba.5.0,Broad Institute,,,883154.0,,,,,,,,,latest,AGEE00000000.1,,,False,Non_marine
47,GCA_000246945.2,GCA_000246945.2_ASM24694v2_genomic,f__Flavobacteriaceae (UID2817),99.65,0.47,100.0,97.3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides injenensis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides injenensis,226,226,3458160,3458157,0.0,35,31771,35,31771,105,10476,105,10476,116642,116642,12,24.136,0.3135,0.03891,Low,2983,2391,1254,1987,33,80.15420717398592,42.03821656050955,66.61079450217902,1.1062688568555146,ASM24694v2,,,,,,Contig,,,,PRJDA171989,SAMD00036610,,Generic sample from Myroides injenensis M09-0166,,,,,,"The Myroides strains are not normal human microflora. They have been consistently isolated, nevertheless, from clinical specimens such as human urine, feces, infected wounds, sputum and blood.",2012-02-04T00:00:00Z,,,226.0,, ,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/945/GCA_000246945.2_ASM24694v2,,GCF_000246945.1,BAEX00000000,,Myroides injenensis M09-0166,,Full,WGS,,,,,,,"Human, homo sapiens",,,,,,"Human, Homo sapiens",Homo sapiens,,,,,,,,,,,,strain=M09-0166,,,,,,,urine of a patient with fever,,,,,,,,,,,,DDBJ,1008457.0,,Myroides injenensis M09-0166,Myroides injenensis M09-0166,,,,identical,,,,,22535932,2015-09-18T00:00:00.000,,,representative genome,,,assembly from type material,Major,,,SAMD00036610,BAEX,,2012/02/07,Korea Research Institute of Bioscience and Biotechnology,36x,,454,454,WGS,,1183151.0,,,M09-0166,,,Generic,Generic.1.0,Korea Research Institute of Bioscience and Biotechnology,,,1008457.0,,,,,,type strain of Myroides injenensis,,,latest,BAEX00000000.1,,,False,Non_marine
57,GCA_000265465.1,GCA_000265465.1_ASM26546v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Ornithobacterium;s__Ornithobacterium rhinotracheale,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium,Ornithobacterium rhinotracheale,1,1,2399175,2399175,0.0,1,2399175,1,2399175,1,2399175,1,2399175,2399175,2399175,1,100.0,0.37218,0.0,High,2330,1677,894,1331,74,71.97424892703862,38.36909871244635,57.124463519313316,3.175965665236052,ASM26546v1,,,,,,Complete Genome,,,,PRJNA50745,SAMN02261366,MIGS.ba,MIGS Cultured Bacterial/Archaeal sample from Ornithobacterium rhinotracheale DSM 15997,free living,Airways,Bacilli,,,Keywords: GSC:MIxS;MIGS:5.0,2012-06-11T00:00:00Z,shua@lbl.gov,,1.0,,DSM 15997,,,,Pneumonia;Pleurisy;Air sacculitis,,,,,not provided; submitted under MIGS 2.1,,not provided; submitted under MIGS 2.1,,,,Host,,,,,,Susan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/465/GCA_000265465.1_ASM26546v1,Gi04609,GCF_000265465.1,CP003283.1,,Ornithobacterium rhinotracheale DSM 15997,,Full,Complete,,United Kingdom,,United Kingdom,Negative,,Turkey,,,,,,"Turkey, Meleagris gallopavo",Turkey,,,,,,,,,,,,strain=DSM 15997,bacteria_archaea,8123560,,,United Kingdom,,"Turkey, respiratory tract; United Kingdom",Hua,-68.582,,77.966,MLST.Ornithobacterium_rhinotracheale.1,,not provided; submitted under MIGS 2.1,,,,No,Joint Genome Institute,867902.0,,Ornithobacterium rhinotracheale DSM 15997,Ornithobacterium rhinotracheale DSM 15997,,,,identical,,,Ornithobacterium rhinotracheale DSM 15997,,,2013-07-19T00:00:00.000,"DSM 15997, CCUG 23171, LMG 9086",NC_018016.1,,2267.0,microanaerobe,assembly from type material,Major,"SRR3926758,SRR3926759",,SAMN02261366,CP003283,,2012/06/11,JGI,,,,,complete,,28251.0,,,DSM 15997,,,MIGS.ba,MIGS.ba.5.0,JGI,,,867902.0,,,Mesophile,,chemoheterotroph,type strain of Ornithobacterium rhinotracheale,Yes,,latest,,,Marine,False,Non_marine
66,GCA_000295655.1,GCA_000295655.1_ASM29565v1_genomic,o__Flavobacteriales (UID2815),100.0,0.98,0.0,95.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella;s__Riemerella anatipestifer,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,1,1,2309519,2309519,0.0,1,2309519,1,2309519,1,2309519,1,2309519,2309519,2309519,1,100.0,0.35072,0.0,High,2170,1649,872,1333,45,75.99078341013825,40.18433179723503,61.42857142857143,2.0737327188940093,ASM29565v1,,,,,,Complete Genome,Soapdenovo v. 1.05,Soapdenovo v. 1.05,,PRJNA172646,SAMN02603758,,Sample from Riemerella anatipestifer RA-CH-1,,,Bacilli,,,Riemerella anatipestifer Vaccine strains.,2012-09-07T00:00:00Z,,,1.0,China: Sichuan,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/295/655/GCA_000295655.1_ASM29565v1,,GCF_000295655.1,CP003787.1,,Riemerella anatipestifer RA-CH-1,,Full,Complete,,China: Sichuan,Sichuan,China,Positive,,Duck,,,,,,"Duck, Anas platyrhynchos",Duck,,,,,,,,,,,,strain=RA-CH-1,,,,,China,,sick duck,,,,,MLST.Riemerella_anatipestifer.17,,,,,,No,NCBI,1228997.0,,Riemerella anatipestifer RA-CH-1,Riemerella anatipestifer RA-CH-1,,,,identical,,,,,,2014-01-30T14:21:50.673,,NC_018609.1,,2187.0,,,Major,,,SAMN02603758,CP003787,,2012/09/07,Riemerella anatipestifer,,,Illumina,Illumina,complete,,34085.0,,,RA-CH-1,,,Generic,Generic.1.0,Riemerella anatipestifer,,,1228997.0,,,,,,,,,latest,,,,False,Non_marine
68,GCA_000297875.1,GCA_000297875.1_Myro_odor_CIP103059_G12587_V1_genomic,f__Flavobacteriaceae (UID2817),99.65,1.23,0.0,93.5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides odoratus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratus,14,98,4227641,4188881,0.917,2,1467134,14,85805,4,248668,48,24258,1540806,375189,6,97.452,0.35783000000000004,0.02915,High,3739,2734,1324,2207,34,73.12115538914148,35.41053757689222,59.02647766782561,0.9093340465365072,Myro_odor_CIP103059_G12587_V1,,,,,,Scaffold,,,,PRJNA52197,SAMN02463912,,MIGS Cultured Bacterial/Archaeal sample from Myroides odoratus CIP 103059,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2012-09-17T00:00:00Z,,,98.0,, ,,,,,,,,,terrestrial biome [ENVO:00000446],,human-associated habitat [ENVO:00009003],,biological product [ENVO:02000043],,,,,,,Level 2: High-Quality Draft98,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/875/GCA_000297875.1_Myro_odor_CIP103059_G12587_V1,,GCF_000297875.1,AGZJ00000000,,Myroides odoratimimus CIP 103059,,Full,WGS,,9606.0,,,Positive,HostAssociated,Homo sapiens,,,,,,,Homo sapiens,,,9606.0,,,,,,,,,strain=CIP 103059,bacteria_archaea,,,,,,,,,,,,,,,,skin,,NCBI,883155.0,,Myroides odoratus CIP 103059,Myroides odoratimimus CIP 103059,,,,identical,,,Myroides odoratimimus CIP 103059,Reference Genome,,2013-12-18T11:11:54.900,,,,3751.0,,,Major,,,SAMN02463912,52197,,2012/09/21,Broad Institute,,,,,WGS,LMG 14970,256.0,,,CIP 103059,,,MIGS.ba,MIGS.ba.5.0,Broad Institute,,,883155.0,,,Mesophilic,,,,,,latest,AGZJ00000000.1,,,False,Non_marine
70,GCA_000301075.1,GCA_000301075.1_Berg_zooh_ATCC_43767_V1_genomic,o__Flavobacteriales (UID2815),100.0,0.25,0.0,98.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella;s__Bergeyella zoohelcum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,Bergeyella zoohelcum,7,43,2332784,2309984,0.977,1,2280027,5,184774,1,2280027,20,32658,2280027,309862,1,97.738,0.36127,0.03196,High,2114,1635,824,1325,32,77.34153263954589,38.978240302743615,62.67738883632923,1.5137180700094608,Berg_zooh_ATCC_43767_V1,,,,,,Scaffold,Allpaths v. r40028,Allpaths v. r40028,,PRJNA52163,SAMN02463902,,MIGS Cultured Bacterial/Archaeal sample from Bergeyella zoohelcum ATCC 43767,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2012-09-18T00:00:00Z,,,43.0,, ,,,,,,,,,terrestrial biome [ENVO:00000446],,human-associated habitat [ENVO:00009003],,biological product [ENVO:02000043],,,,,,,Level 2: High-Quality Draft158x;43,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/301/075/GCA_000301075.1_Berg_zooh_ATCC_43767_V1,,GCF_000301075.1,AGYA00000000,,Bergeyella zoohelcum ATCC 43767,,Full,WGS,,9606.0,,,Positive,Host Associated,Homo sapiens,,,,,,,Homo sapiens,,,9606.0,,,,,,,,,strain=ATCC 43767,bacteria_archaea,,,,,,,,,,,,,,,,other,,NCBI,883096.0,,Bergeyella zoohelcum ATCC 43767,Bergeyella zoohelcum ATCC 43767,,,,identical,,,Bergeyella zoohelcum ATCC 43767,Reference Genome,,2013-12-18T00:00:00.000,,,,2138.0,,assembly from type material,Major,,,SAMN02463902,52163,,2012/10/11,Broad Institute,158x,Illumina,Illumina,Illumina,WGS,LMG 8351,1015.0,,,ATCC 43767,,,MIGS.ba,MIGS.ba.5.0,Broad Institute,,,883096.0,,,Mesophilic,,,type strain of Bergeyella zoohelcum,,,latest,AGYA00000000.1,,,False,Non_marine
71,GCA_000301095.1,GCA_000301095.1_Berg_zooh_CCUG_30536_V1_genomic,o__Flavobacteriales (UID2815),99.51,0.25,0.0,98.26,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella;s__Bergeyella zoohelcum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,Bergeyella zoohelcum,5,35,2499181,2444142,2.202,1,1627166,3,202320,2,864530,11,51369,1627166,840246,2,99.701,0.36262,0.03891,High,2320,1697,844,1363,36,73.14655172413794,36.379310344827594,58.75,1.5517241379310345,Berg_zooh_CCUG_30536_V1,,,,,,Scaffold,Allpaths v. r39784,Allpaths v. r39784,,PRJNA52165,SAMN02463903,,MIGS Cultured Bacterial/Archaeal sample from Bergeyella zoohelcum CCUG 30536,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2012-09-18T00:00:00Z,,,35.0,, ,,,,,,,,,terrestrial biome [ENVO:00000446],,human-associated habitat [ENVO:00009003],,biological product [ENVO:02000043],,,,,,,Level 2: High-Quality Draft95x;35,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/301/095/GCA_000301095.1_Berg_zooh_CCUG_30536_V1,,GCF_000301095.1,AGYB00000000,,Bergeyella zoohelcum CCUG 30536,,Full,WGS,,9606.0,,,Positive,Host Associated,Homo sapiens,,,,,,,Homo sapiens,,,9606.0,,,,,,,,,strain=CCUG 30536,bacteria_archaea,,,,,,,,,,,,,,,,other,,NCBI,883098.0,,Bergeyella zoohelcum CCUG 30536,Bergeyella zoohelcum CCUG 30536,,,,identical,,,Bergeyella zoohelcum CCUG 30536,Reference Genome,,2013-12-18T11:11:53.690,,,,2334.0,,,Major,,,SAMN02463903,52165,,2012/10/11,Broad Institute,95x,,Illumina,Illumina,WGS,LMG 12997,1015.0,,,CCUG 30536,,,MIGS.ba,MIGS.ba.5.0,Broad Institute,,,883098.0,,,Mesophilic,,,,,,latest,AGYB00000000.1,,,False,Non_marine
74,GCA_000318295.1,GCA_000318295.1_ASM31829v1_genomic,p__Bacteroidetes (UID2605),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sp002209445,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp002209445,127,242,3218123,3215823,0.071,13,81163,28,34098,46,14901,104,7646,253069,176397,20,66.34,0.38515,0.05269,High,3039,2093,960,1541,89,68.87133925633432,31.589338598223094,50.70746956235603,2.9285949325436,ASM31829v1,,,,,,Scaffold,Velvet v. 1.1.04,Velvet v. 1.1.04,,PRJNA67197,SAMN02436687,,Generic sample from Capnocytophaga sp. oral taxon 326 str. F0382,,,,,,This strain will be used for comparative genome analysis.,2012-12-10T00:00:00Z,,,242.0,, ,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/295/GCA_000318295.1_ASM31829v1,,GCF_000318295.1,AMEU00000000,,Capnocytophaga sp. oral taxon 326 str. F0382,,Full,WGS,,,,,,,Homo sapiens,,,,,,"Human, Homo sapiens",Homo sapiens,,,,,,,,,,,,strain=F0382,,,,,,,oral cavity,,,,,,,,,,,,NCBI,1035193.0,,Capnocytophaga sp. oral taxon 326 str. F0382,Capnocytophaga sp. oral taxon 326 str. F0382,,,,identical,,,,,,2013-12-04T15:09:03.530,,,,3232.0,,,Major,,,SAMN02436687,AMEU,,2013/01/29,Washington University Genome Center,509x,,Illumina,Illumina,WGS,,712212.0,,,F0382,,,Generic,Generic.1.0,Washington University Genome Center,,,1035193.0,,,,,,,,,latest,AMEU00000000.1,,,False,Non_marine
76,GCA_000321285.1,GCA_000321285.1_RA-SG_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella;s__Riemerella anatipestifer,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,31,75,2172634,2159770,0.5920000000000001,2,436370,4,224073,5,107614,12,47435,904778,435075,5,93.291,0.3494,0.03904,High,2014,1602,857,1305,39,79.54319761668322,42.55213505461767,64.79642502482622,1.9364448857994043,RA-SG,,,,,,Scaffold,Soapdenovo v. oct-2011,Soapdenovo v. oct-2011,,PRJNA161595,SAMN02470051,,Sample from Riemerella anatipestifer RA-SG,,,,,2009,This strain will be used for comparative analysis..,2012-12-17T00:00:00Z,,,75.0,China: GD,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/285/GCA_000321285.1_RA-SG,,GCF_000321285.1,ANGF00000000,,Riemerella anatipestifer RA-SG,,Full,WGS,,China: GD,GD,China,,,Duck,,,,,,"Duck, Anas platyrhynchos",Duck,,,,,,,,,,,,strain=RA-SG,,,,,China,,lung sample from infected duck,,,,,MLST.Riemerella_anatipestifer.38,,,,,,,NCBI,1203260.0,,Riemerella anatipestifer RA-SG,Riemerella anatipestifer RA-SG,,,,identical,,,,,,2013-12-19T00:00:00.000,,,,,,,Major,,,SAMN02470051,ANGF,,2013/01/02,"Institute of Veterinary Medicine, Guangdong Academy of Agricultural Sciences",33.0x,,Illumina GAIIx,Illumina,WGS,,34085.0,,,RA-SG,,,Generic,Generic.1.0,"Institute of Veterinary Medicine, Guangdong Academy of Agricultural Sciences",,,1203260.0,,,,,,,,,latest,ANGF00000000.1,,,False,Non_marine
