,Assembly accession,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality,orfs,pfam,ko,cog,cazymes,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
52,GCA_000258765.1,GCA_000258765.1_CBA3202_1.0_genomic,s__algicola (UID2847),98.95,0.0,0.0,98.95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__Gillisia marina,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia marina,116,116,2981404,2981404,0.0,15,76588,15,76588,45,19122,45,19122,236964,236964,22,67.098,0.34853,0.03812,High,3038,4920,1237,1983,66,40.717577353522046,65.27320605661619,2.1724818959842,CBA3202_1.0,,,,,,Contig,CLC NGS Cell v. 04-2012,,PRJNA156695,SAMN02470140,,Sample from Gillisia marina,,,,,2012,Draft genome sequence.,2012-04-13T00:00:00Z,,,116.0,South Korea: Jeju Island,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/765/GCA_000258765.1_CBA3202_1.0,,GCF_000258765.1,AJLT00000000,,Gillisia sp. CBA3202,,Full,WGS,,South Korea: Jeju Island,Jeju Island,South Korea,,,,,,,,,,,,,,,,,,,,,strain=CBA3202,,,,,South Korea,,marine sand,,,,,,,,,,,,NCBI,1167637.0,,Gillisia marina,Gillisia sp. CBA3202,,,,identical,,,,,22740667,2013-12-19T00:00:00.000,,,representative genome,,,assembly from type material,Major,,,SAMN02470140,AJLT,,2012/04/13,Korea Basic Science Institute (KBSI),51.0x,,Ion Torrent,IonTorrent,WGS,,1167637.0,,,CBA3202,,,Generic,Generic.1.0,Korea Basic Science Institute (KBSI),,,1167637.0,,,,,,type strain of Gillisia marina,,,latest,AJLT00000000.1,,,False,Marine
54,GCA_000260835.1,GCA_000260835.1_ASM26083v1_genomic,s__algicola (UID2846),99.67,0.0,0.0,99.67,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Imtechella;s__Imtechella halotolerans,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Imtechella,Imtechella halotolerans,44,44,3086951,3086951,0.0,4,337071,4,337071,16,40975,16,40975,691666,691666,14,87.396,0.35503,0.04266,Medium,2709,4967,1182,1883,70,43.63233665559247,69.50904392764858,2.5839793281653747,ASM26083v1,,,,,,Contig,Velvet v. 1.2.03,,PRJNA112533,SAMN02469995,,Sample from Imtechella halotolerans K1,,,,,,Whole genome sequence of halotolerant bacterium.,2012-04-10T00:00:00Z,,,44.0,India,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/835/GCA_000260835.1_ASM26083v1,,GCF_000260835.1,AJJU01000000,,Imtechella halotolerans K1,,Full,WGS,,India,,India,,,,,,,,,,,,,,,,,,,,,strain=K1,,,,,,,water,,,,,,,,,,,,NCBI,946077.0,type strain of Imtechella halotolerans,Imtechella halotolerans K1,Imtechella halotolerans K1,,,,identical,,,,,22740661,2013-12-19T00:00:00.000,,,representative genome,2694.0,,assembly from type material,Major,,,SAMN02469995,AJJU,,2012/04/10,"Institute of Microbial Technology(IMTECH)-CSIR,Sector 39A,Chandigarh,160036",800.0x,,Illumina HiSeq,Illumina,,,1165090.0,,,K1,,,Generic,Generic.1.0,"Institute of Microbial Technology(IMTECH)-CSIR,Sector 39A,Chandigarh,160036",,,946077.0,,,,,,type strain of Imtechella halotolerans,,,latest,AJJU00000000.1,,,False,Unclassified
55,GCA_000264055.1,GCA_000264055.1_Flav123_1.0_genomic,f__Flavobacteriaceae (UID2817),99.12,0.12,0.0,98.52,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp000264055,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp000264055,285,285,3955605,3955587,0.0,41,33333,41,33333,136,8237,136,8237,90294,90294,14,22.626,0.34833000000000003,0.031580000000000004,High,3529,5475,1356,2184,79,38.42448285633324,61.88722017568716,2.238594502691981,Flav123_1.0,,,,,,Contig,GS De Novo Assembler v. 2.6,,PRJNA165647,SAMN02471958,,Sample from Flavobacterium sp. ACAM 123,,,Bacilli,,1985,"Genome sequence of proteorhodopsin-bearing Flavobacterium isolate from a meromictic lagoon (Burton Lake) located in Eastern Antarctica. Will be used for comparative genomics, functional genomics (proteomics) and physiological studies.",2012-05-23T00:00:00Z,,,285.0,Antarctica: Burton Lake,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/055/GCA_000264055.1_Flav123_1.0,,GCF_000264055.1,AJXL00000000,,Flavobacterium sp. ACAM 123,,Full,WGS,,Antarctica: Burton Lake,Burton Lake,Antarctica,Negative,Aquatic,,,,,,,,,,,,,,,,,,,strain=ACAM 123,,,,isolate from a meromictic lagoon (Burton Lake) located in Eastern Antarctica,Antarctica,,water from a saline meromictic lagoon,,-68.6260,,78.100,,,,,,,No,NCBI,1189620.0,,Flavobacterium sp. ACAM 123,Flavobacterium sp. ACAM 123,,,Aerobic,identical,,,,,,2013-12-19T13:48:50.047,,,,,,,Major,,ModerateHalophilic,SAMN02471958,AJXL,,2012/05/23,University of Tasmania,25.0x,,454,454,WGS,,1189620.0,,No,ACAM123,,,Generic,Generic.1.0,University of Tasmania,,,1189620.0,,10C,Psychrophilic,,,,,,latest,AJXL00000000.1,,Non_marine,False,Non_marine
64,GCA_000283015.1,GCA_000283015.1_P735.v1.0_genomic,s__algicola (UID2846),99.34,0.71,0.0,95.79,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenitalea;s__Arenitalea lutea,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenitalea,Arenitalea lutea,51,51,3384849,3384849,0.0,6,240041,6,240041,16,81896,16,81896,483653,483653,18,94.738,0.33335,0.04773,Medium,2962,5366,1297,2006,117,43.78798109385551,67.72451046590142,3.950033760972316,P735.v1.0,,,,,,Contig,SOAPdenovo v. v1.05,,PRJNA170902,SAMN02470927,,Sample from Arenitalea lutea,,,,,2010,Genomic study of Flavobacteriaceae bacterium P7-3-5.,2012-07-30T00:00:00Z,,,51.0,China, ,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/015/GCA_000283015.1_P735.v1.0,,GCF_000283015.1,ALIH00000000,,Flavobacteriaceae bacterium P7-3-5,,Full,WGS,,China,,China,,,,,,,,,,,,,,,,,,,,,strain=P7-3-5,,,,,China,,intertidal sand of Yellow Sea,,,,,,,,,,,,NCBI,1178825.0,,Arenitalea lutea,Arenitalea lutea,,,,identical,,,,,23144387,2013-12-19T00:00:00.000,,,,,,assembly from type material,Major,,,SAMN02470927,ALIH,,2012/07/30,Shandong University,150.0x,,Illumina HiSeq,Illumina,WGS,,1178825.0,,,P7-3-5,,,Generic,Generic.1.0,Shandong University,,,1178825.0,,,,,,type strain of Arenitalea lutea,,,latest,ALIH00000000.1,,,False,Unclassified
66,GCA_000295655.1,GCA_000295655.1_ASM29565v1_genomic,o__Flavobacteriales (UID2815),100.0,0.98,0.0,95.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella;s__Riemerella anatipestifer,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,1,1,2309519,2309519,0.0,1,2309519,1,2309519,1,2309519,1,2309519,2309519,2309519,1,100.0,0.35072,0.0,Medium,2170,3502,872,1333,45,40.18433179723503,61.42857142857143,2.0737327188940093,ASM29565v1,,,,,,Complete Genome,SOAPdenovo v. 1.05,,PRJNA172646,SAMN02603758,,Sample from Riemerella anatipestifer RA-CH-1,,,Bacilli,,,Riemerella anatipestifer Vaccine strains.,2012-09-07T00:00:00Z,,,1.0,China: Sichuan,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/295/655/GCA_000295655.1_ASM29565v1,,GCF_000295655.1,CP003787.1,,Riemerella anatipestifer RA-CH-1,,Full,Complete,,China: Sichuan,Sichuan,China,Positive,,Duck,,,,,,"Duck, Anas platyrhynchos",,,,,,,,,,,,strain=RA-CH-1,,,,,China,,sick duck,,,,,MLST.Riemerella_anatipestifer.17,,,,,,No,NCBI,1228997.0,,Riemerella anatipestifer RA-CH-1,Riemerella anatipestifer RA-CH-1,,,,identical,,,,,,2014-01-30T14:21:50.673,,NC_018609.1,,2187.0,,,Major,,,SAMN02603758,CP003787,,2012/09/07,Riemerella anatipestifer,,,Illumina,Illumina,complete,,34085.0,,,RA-CH-1,,,Generic,Generic.1.0,Riemerella anatipestifer,,,1228997.0,,,,,,,,,latest,,,,False,Non_marine
70,GCA_000301075.1,GCA_000301075.1_Berg_zooh_ATCC_43767_V1_genomic,o__Flavobacteriales (UID2815),100.0,0.25,0.0,98.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella;s__Bergeyella zoohelcum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,Bergeyella zoohelcum,7,43,2332784,2309984,0.977,1,2280027,5,184774,1,2280027,20,32658,2280027,309862,1,97.738,0.36127,0.03196,Medium,2114,3544,824,1325,32,38.978240302743615,62.67738883632923,1.5137180700094608,Berg_zooh_ATCC_43767_V1,,,,,,Scaffold,allpaths v. R40028,,PRJNA52163,SAMN02463902,,MIGS Cultured Bacterial/Archaeal sample from Bergeyella zoohelcum ATCC 43767,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2012-09-18T00:00:00Z,,,43.0,, ,,,,,,,,,terrestrial biome [ENVO:00000446],,human-associated habitat [ENVO:00009003],,biological product [ENVO:02000043],,,,,,,Level 2: High-Quality Draft158x;43,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/301/075/GCA_000301075.1_Berg_zooh_ATCC_43767_V1,,GCF_000301075.1,AGYA00000000,,Bergeyella zoohelcum ATCC 43767,,Full,WGS,,9606.0,,,Positive,Host Associated,Homo sapiens,,,,,,,,,9606.0,,,,,,,,,strain=ATCC 43767,bacteria_archaea,,,,,,,,,,,,,,,,other,,NCBI,883096.0,,Bergeyella zoohelcum ATCC 43767,Bergeyella zoohelcum ATCC 43767,,,,identical,,,Bergeyella zoohelcum ATCC 43767,Reference Genome,,2013-12-18T00:00:00.000,,,,2138.0,,assembly from type material,Major,,,SAMN02463902,52163,,2012/10/11,Broad Institute,158x,Illumina,Illumina,Illumina,WGS,LMG 8351,1015.0,,,ATCC 43767,,,MIGS.ba,MIGS.ba.5.0,Broad Institute,,,883096.0,,,Mesophilic,,,type strain of Bergeyella zoohelcum,,,latest,AGYA00000000.1,,,False,Non_marine
71,GCA_000301095.1,GCA_000301095.1_Berg_zooh_CCUG_30536_V1_genomic,o__Flavobacteriales (UID2815),99.51,0.25,0.0,98.26,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella;s__Bergeyella zoohelcum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,Bergeyella zoohelcum,5,35,2499181,2444142,2.202,1,1627166,3,202320,2,864530,11,51369,1627166,840246,2,99.701,0.36262,0.03891,Medium,2320,3646,844,1363,36,36.379310344827594,58.75,1.5517241379310345,Berg_zooh_CCUG_30536_V1,,,,,,Scaffold,allpaths v. R39784,,PRJNA52165,SAMN02463903,,MIGS Cultured Bacterial/Archaeal sample from Bergeyella zoohelcum CCUG 30536,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2012-09-18T00:00:00Z,,,35.0,, ,,,,,,,,,terrestrial biome [ENVO:00000446],,human-associated habitat [ENVO:00009003],,biological product [ENVO:02000043],,,,,,,Level 2: High-Quality Draft95x;35,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/301/095/GCA_000301095.1_Berg_zooh_CCUG_30536_V1,,GCF_000301095.1,AGYB00000000,,Bergeyella zoohelcum CCUG 30536,,Full,WGS,,9606.0,,,Positive,Host Associated,Homo sapiens,,,,,,,,,9606.0,,,,,,,,,strain=CCUG 30536,bacteria_archaea,,,,,,,,,,,,,,,,other,,NCBI,883098.0,,Bergeyella zoohelcum CCUG 30536,Bergeyella zoohelcum CCUG 30536,,,,identical,,,Bergeyella zoohelcum CCUG 30536,Reference Genome,,2013-12-18T11:11:53.690,,,,2334.0,,,Major,,,SAMN02463903,52165,,2012/10/11,Broad Institute,95x,,Illumina,Illumina,WGS,LMG 12997,1015.0,,,CCUG 30536,,,MIGS.ba,MIGS.ba.5.0,Broad Institute,,,883098.0,,,Mesophilic,,,,,,latest,AGYB00000000.1,,,False,Non_marine
74,GCA_000318295.1,GCA_000318295.1_ASM31829v1_genomic,p__Bacteroidetes (UID2605),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sp002209445,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp002209445,127,242,3218123,3215823,0.071,13,81163,28,34098,46,14901,104,7646,253069,176397,20,66.34,0.38515,0.05269,High,3039,4386,960,1541,89,31.589338598223094,50.70746956235603,2.9285949325436,ASM31829v1,,,,,,Scaffold,Velvet v. 1.1.04,,PRJNA67197,SAMN02436687,,Generic sample from Capnocytophaga sp. oral taxon 326 str. F0382,,,,,,This strain will be used for comparative genome analysis.,2012-12-10T00:00:00Z,,,242.0,, ,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/295/GCA_000318295.1_ASM31829v1,,GCF_000318295.1,AMEU00000000,,Capnocytophaga sp. oral taxon 326 str. F0382,,Full,WGS,,,,,,,Homo sapiens,,,,,,"Human, Homo sapiens",,,,,,,,,,,,strain=F0382,,,,,,,oral cavity,,,,,,,,,,,,NCBI,1035193.0,,Capnocytophaga sp. oral taxon 326 str. F0382,Capnocytophaga sp. oral taxon 326 str. F0382,,,,identical,,,,,,2013-12-04T15:09:03.530,,,,3232.0,,,Major,,,SAMN02436687,AMEU,,2013/01/29,Washington University Genome Center,509x,,Illumina,Illumina,WGS,,712212.0,,,F0382,,,Generic,Generic.1.0,Washington University Genome Center,,,1035193.0,,,,,,,,,latest,AMEU00000000.1,,,False,Non_marine
76,GCA_000321285.1,GCA_000321285.1_RA-SG_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella;s__Riemerella anatipestifer,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,31,75,2172634,2159770,0.5920000000000001,2,436370,4,224073,5,107614,12,47435,904778,435075,5,93.291,0.3494,0.03904,Medium,2014,3419,857,1305,39,42.55213505461767,64.79642502482622,1.9364448857994043,RA-SG,,,,,,Scaffold,SOAPdenovo v. Oct-2011,,PRJNA161595,SAMN02470051,,Sample from Riemerella anatipestifer RA-SG,,,,,2009,This strain will be used for comparative analysis..,2012-12-17T00:00:00Z,,,75.0,China: GD,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/285/GCA_000321285.1_RA-SG,,GCF_000321285.1,ANGF00000000,,Riemerella anatipestifer RA-SG,,Full,WGS,,China: GD,GD,China,,,Duck,,,,,,"Duck, Anas platyrhynchos",,,,,,,,,,,,strain=RA-SG,,,,,China,,lung sample from infected duck,,,,,MLST.Riemerella_anatipestifer.38,,,,,,,NCBI,1203260.0,,Riemerella anatipestifer RA-SG,Riemerella anatipestifer RA-SG,,,,identical,,,,,,2013-12-19T00:00:00.000,,,,,,,Major,,,SAMN02470051,ANGF,,2013/01/02,"Institute of Veterinary Medicine, Guangdong Academy of Agricultural Sciences",33.0x,,Illumina GAIIx,Illumina,WGS,,34085.0,,,RA-SG,,,Generic,Generic.1.0,"Institute of Veterinary Medicine, Guangdong Academy of Agricultural Sciences",,,1203260.0,,,,,,,,,latest,ANGF00000000.1,,,False,Non_marine
77,GCA_000331695.1,GCA_000331695.1_ASM33169v1_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella;s__Riemerella anatipestifer,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,1,1,2166321,2166321,0.0,1,2166321,1,2166321,1,2166321,1,2166321,2166321,2166321,1,100.0,0.35038,0.0,Medium,2007,3448,861,1309,37,42.89985052316891,65.22172396611859,1.8435475834578976,ASM33169v1,,,,,,Complete Genome,SOAPdenovo v. v1.05,,PRJNA183917,SAMN02602992,,Sample from Riemerella anatipestifer RA-CH-2,,,,,,In order to study the biological function of Riemerella anatipestifer.,2013-01-14T00:00:00Z,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/695/GCA_000331695.1_ASM33169v1,,GCF_000331695.1,CP004020.1,,Riemerella anatipestifer RA-CH-2,,Full,Complete,,,,,,,,,,,,,,,,,,,,,,,,,strain=RA-CH-2,,,,,,,,,,,,MLST.Riemerella_anatipestifer.2,,,,,,,NCBI,1271752.0,,Riemerella anatipestifer RA-CH-2,Riemerella anatipestifer RA-CH-2,,,,identical,,,,,,2014-01-30T11:19:23.490,,NC_020125.1,,2044.0,,,Major,,,SAMN02602992,CP004020,,2013/01/14,"Avian Disease Research Center, Sichuan Agricultural University",,,Illumina,Illumina,complete,,34085.0,,,RA-CH-2,,,Generic,Generic.1.0,"Avian Disease Research Center, Sichuan Agricultural University",,,1271752.0,,,,,,,,,latest,,,,False,Unclassified
78,GCA_000331815.1,GCA_000331815.1_ASM33181v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia anophelis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,66,66,4032720,4032720,0.0,7,207010,7,207010,21,62292,21,62292,401993,401993,23,93.316,0.35367,0.02898,Medium,3753,5910,1384,2311,108,36.87716493471889,61.577404742872375,2.8776978417266186,ASM33181v1,,,,,,Contig,DNAstar SeqMan NGen v. 10.0,,PRJNA178189,SAMN02470677,,Sample from Elizabethkingia anophelis R26,,,Bacilli,,2006,Type strain for Elizabethkingia anophelis isolated from an Anopheles gambiae G3 lab strain.,2013-01-15T00:00:00Z,,,66.0,Sweden, ,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/815/GCA_000331815.1_ASM33181v1,,GCF_000331815.1,ANIW00000000,,Elizabethkingia anophelis R26,,Full,WGS,,Sweden,,Sweden,Negative,,Anopheles gambiae lab colony,,,,,,"Mosquito, Anopheles gambiae",,,,,,,,,,,,strain=R26,,,,isolated from an Anopheles gambiae G3 lab strain,Sweden,,Anopheles gambiae G3 lab strain; Anopheles gambiae lab colony,,,,,,,,,,,,NCBI,1246994.0,,Elizabethkingia anophelis R26,Elizabethkingia anophelis R26,,,,identical,,,,,21169462:18671931,2013-12-19T00:00:00.000,,,,3687.0,,assembly from type material,Major,,,SAMN02470677,ANIW,,2013/01/15,Stockholm University,110x,,Illumina,Illumina,WGS,,1117645.0,,,R26,,,Generic,Generic.1.0,Stockholm University,,,1246994.0,,,,,,type strain of Elizabethkingia anophelis,Yes,,latest,ANIW00000000.1,,,False,Non_marine
79,GCA_000332115.1,GCA_000332115.1_ASM33211v1_genomic,s__algicola (UID2847),98.54,0.19,0.0,97.59,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens dokdonensis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens dokdonensis,1,1,3914632,3914632,0.0,1,3914632,1,3914632,1,3914632,1,3914632,3914632,3914632,1,100.0,0.35315,0.0,Medium,3456,5420,1189,1980,92,34.403935185185176,57.29166666666666,2.662037037037037,ASM33211v1,,,,,,Complete Genome,gsAssembler v. 2.0,,PRJNA33015,SAMN02603479,,Sample from Nonlabens dokdonensis DSW-6,,,Bacilli,,,Persicivirga dokdonensis DSW-6. Persicivirga dokdonensis DSW-6 (DSM 17205) is the type strain and will be used for comparative analysis with other marine bacteria.,2013-01-18T00:00:00Z,,,1.0,,DSM 17205,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/115/GCA_000332115.1_ASM33211v1,,GCF_000332115.1,CP001397.1,,Nonlabens dokdonensis DSW-6,,Full,Complete,,,,,Negative,,,,,,,,,,,,,,,,,,,,strain=DSW-6,,,,,,,,,,,,,,,,,,,NCBI,592029.0,,Nonlabens dokdonensis DSW-6,Nonlabens dokdonensis DSW-6,,,,identical,,,,,23292138,2014-01-30T00:00:00.000,,NC_020156.1,representative genome,3618.0,,assembly from type material,Major,,,SAMN02603479,CP001397,,2013/01/18,Korea Research Institute of Bioscience and Biotechnology,,,454; Illumina,454; Illumina,complete,,328515.0,,,DSW-6,,,Generic,Generic.1.0,Korea Research Institute of Bioscience and Biotechnology,,,592029.0,,,,,,type strain of Nonlabens dokdonensis,Yes,,latest,,,,False,Unclassified
81,GCA_000335775.1,GCA_000335775.1_WG21.1.0_genomic,f__Flavobacteriaceae (UID2817),99.65,0.7,0.0,96.15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium tructae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium tructae,84,84,5198514,5198508,0.0,13,112722,13,112722,39,41303,39,41303,346653,346653,33,84.71,0.3561,0.03906,High,4282,7161,1619,2655,104,37.80943484353106,62.00373657169547,2.4287716020551144,WG21.1.0,,,,,,Contig,Newbler v. 2.5.3,,PRJNA174216,SAMN02471198,,Sample from Flavobacterium sp. WG21,,,,,,"We sequenced eight phylogenetically diverse freshwater isolates to expand diversity of existing genomic context for future studies on the ecology and genetics of freshwater bacteria. Comparison of genomic characteristics of these isolates to the only two previously sequenced freshwater bacterial genomes (Polynucleobacter necessarius ssp. Asymbioticus and Actinobacteria AcI-B1) reveals organisms exemplifying a range of lifestyle characteristics differing in growth rate, environmental response capability, and diversity of useable carbon substrates.",2013-02-01T00:00:00Z,,,84.0,USA:MI, ,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/775/GCA_000335775.1_WG21.1.0,,GCF_000335775.1,AMYW00000000,,Flavobacterium sp. WG21,,Full,WGS,,USA:MI,MI,USA,,Aquatic,,,,,,,,,,,,,,,,,,,strain=WG21,,,,,United States,,Wintergreen Lake,,,,,,,,,,,,NCBI,1229487.0,,Flavobacterium sp. WG21,Flavobacterium sp. WG21,,,Unknown,identical,,,,,,2013-12-19T13:38:44.173,,,,,,,Major,,NonHalophilic,SAMN02471198,AMYW,,2013/02/01,University of Notre Dame,9.0x,,454,454,WGS,,1229487.0,,,WG21,,,Generic,Generic.1.0,University of Notre Dame,,,1229487.0,,,Unknown,,,,,,latest,AMYW00000000.1,,,False,Unclassified
