Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"398743.8","Zunongwangia profunda strain UBA9359",,398743,"WGS","UBA9359",,,,,,,,"2018-09-10T00:00:00Z","30148503","PRJNA417962","SAMN08019501","GCA_003541615.1",,"DPMF01000000",,"University of Queensland",,"Illumina HiSeq 2000","34.03x","CLC de novo assembler v. 4.4.1",,,467,4317094,36.076702,4391,4064,,"marine","recovered from metagenomes available from the Sequence Read Archive",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection of 3,087 bacterial metagenome-assembled genomes (MAGs) recovered from metagenomes available from the Sequence Read Archive. These MAGs comprise part of the data set used to define a standardised bacterial taxonomy based on a concatenated protein phylogeny that conservatively removes polyphyletic groups and normalises ranks based on relative evolutionary divergence.;derived from metagenome","sample_type:metagenomic assembly",96.3,90.5,91.8,6,,"Good","2018-10-03T06:52:07.154Z","2018-10-03T06:52:07.154Z"
"400055.5","Robiginitalea myxolifaciens strain DSM 21019",,400055,"WGS","DSM 21019",,,,,,"DSM 21019",,"2016-11-01T00:00:00Z",,"PRJEB17123","SAMN04490243","GCA_900115205.1",,"FOYQ01000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,3,3206962,48.87027,2888,2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robiginitalea myxolifaciens DSM 21019",,99.3,99,,,,"Good","2019-07-18T10:02:55.722Z","2019-07-18T10:02:55.722Z"
"402612.5","Flavobacterium psychrophilum JIP02/86","Flavobacterium psychrophilum JIP02/86",402612,"Complete","JIP02/86",,,,"MLST.Flavobacterium_psychrophilum.20",,"ATCC 49511",,"2007-06-25T00:00:00Z","17592475","PRJNA19979","SAMEA3138269","GCA_000064305.2",,"AM398681","NC_009613","Institut National de la Recherche Agronomique (INRA)","complete",,,,1,,1,2861988,32.5,2558,2412,,,,,,,,,,,,,,,,,,,,,"-","Rod","Yes","No","Psychrophilic","-",,"Aerobic","Aquatic","Bacterial cold water disease;Rainbow trout fry syndrome","Flavobacterium psychrophilum JIP02/86. Flavobacterium psychrophilum JIP02/86 (ATCC 49511) is a virulent strain and will provide information on the pathogenic mechanisms of this organism.",,100,100,100,,,"Good","2014-12-08T22:11:38.287Z","2015-03-16T03:17:09.594Z"
"402734.4","Flavobacterium terrigena strain DSM 17934",,402734,"WGS","DSM 17934",,,,,,"DSM 17934",,"2016-10-29T00:00:00Z",,"PRJEB16817","SAMN05660918","GCA_900108955.1",,"FNYA01000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,18,3172415,31.153336,2896,2827,,,,,,"South Korea:Dokdo",,,,,,,,,,,,,,,,,,,,,,,,,"Flavobacterium terrigena strain:DSM 17934",,99.3,98.8,,,,"Good","2019-07-18T10:04:59.797Z","2019-07-18T10:04:59.797Z"
"408956.4","Flavobacterium sp. KI723T1",,408956,"Plasmid","KI723T1",,,,,,,,"2016-07-26T00:00:00Z","6646204,2722746,1459943,7582019",,,,,"D26094",,,,,,,,1,1,45519,66.62,69,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-12-30T05:56:59.105Z","2017-12-30T05:56:59.105Z"
"411154.11","Gramella forsetii KT0803","Gramella forsetii KT0803",411154,"Complete","KT0803",,,,,,,,"2006-11-06T00:00:00Z","17107561","PRJNA19061","SAMEA2272667","GCA_000060345.1",,"CU207366","NC_008571","Max Planck Institute for Molecular Genetics|MPI for Molecular Genetics","complete",,,,1,,1,3798465,36.6,3507,3584,,,,,,,,,,,,,,,,,,,,,"-","Rod",,,"Mesophilic","-","Non-halophilic","Aerobic","Multiple",,"Gramella forsetii KT0803.This strain is being sequenced for comparative genome analysis.",,100,100,100,,,"Good","2014-12-08T22:11:41.859Z","2015-03-16T03:17:09.594Z"
"413713.3","Tenacibaculum adriaticum strain DSM 18961",,413713,"WGS","DSM 18961",,,,"MLST.Tenacibaculum_spp.66",,"DSM:18961",,"2019-08-29T00:00:00Z",,"PRJNA439988","SAMN12255867","GCA_008124875.1",,"VNIA01000000",,"DOE Joint Genome Institute",,"Illumina HiSeq","411.0x","SPAdes v. 3.10.1",,,21,3211939,31.206223,2965,2925,,,,,,"Croatia",,,,,,,,,,,,,,,,,,,,,,,,,"Genome sequencing as part of The One Thousand Microbial Genomes Phase 4 (KMG IV) project",,99,98.8,,,,"Good","2019-10-02T02:31:22.766Z","2019-10-02T02:31:22.766Z"
"415425.3","Flavobacterium terrae strain DSM 18829",,415425,"WGS","DSM 18829",,,,,,"DSM 18829",,"2016-12-02T00:00:00Z",,"PRJEB18314","SAMN05444363","GCF_900142035.1",,"FQZI00000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,19,3161259,31.82,2926,2886,,,,,"South Korea","South Korea:Republic of Korea, Daejeon region",,,,,,,,,,,,,,,,,,,,,,,,,"Flavobacterium terrae DSM 18829",,99.4,99.3,100,,,"Good","2017-01-19T08:06:14.396Z","2017-01-19T08:06:14.396Z"
"415851.11","Chryseobacterium flavum strain KCTC 12877",,415851,"WGS","KCTC 12877",,,,,,,,"2018-08-14T00:00:00Z","17684253","PRJNA478512","SAMN09519128","GCA_003385595.1",,"QNUE01000000",,"University of the Free State",,"Illumina MiSeq","29.3x","SPAdes v. 3.10.0",,,40,4470829,36.658234,4277,4051,,"polluted soil",,"2007","China","China: Nanjing City, Jiangsu Province",,,,,"env_biome:soil",,,,,,,,,,,,,,,,,,,,"Genome of Chryseobacterium flavum KCTC 12877",,98.4,97.2,100,1.1,,"Good","2018-09-30T15:05:26.005Z","2018-09-30T15:05:26.005Z"
"416016.4","Flavobacterium cucumis strain DSM 18830",,416016,"WGS","DSM 18830",,,,,,"DSM 18830",,"2016-12-10T00:00:00Z",,"PRJEB18444","SAMN05443547","GCF_900148835.1",,"FRYK00000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,13,2854482,33.12,2755,2649,,,,,"South Korea","South Korea:Sangju region",,,,,,,,,,,,,,,,,,,,,,,,,"Flavobacterium cucumis DSM 18830",,98.7,98,100,,,"Good","2017-01-20T02:26:45.533Z","2017-01-20T02:26:45.533Z"
"419940.5","Hyunsoonleella jejuensis strain DSM 21035",,419940,"WGS","DSM 21035",,,,,,"DSM 21035",,"2016-10-29T00:00:00Z",,"PRJEB17003","SAMN05421824","GCA_900111025.1",,"FOFN01000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,11,3480311,34.61142,3042,2940,,,,,,"South Korea:Jeju, Woljeong",,,,,,,,,,,,,,,,,,,,,,,,,"Hyunsoonleella jejuensis DSM 21035",,,,,,,"Good","2019-07-18T10:50:43.861Z","2019-07-18T10:50:43.861Z"
"420404.10","Chryseobacterium hominis strain DSM 22165",,420404,"WGS","DSM 22165",,,,,,"DSM:22165",,"2018-11-14T00:00:00Z",,"PRJNA498692","SAMN01174621","GCA_003730015.1",,"RJTU01000000",,"Bacterial Special Pathogens Branch (CDC)",,"Illumina MiSeq","115x","CLC NGS Cell v. 11",,,94,2920682,35.616783,2923,2742,,"blood",,,"Belgium","Belgium",,,,,,"Human, Homo sapiens","female","48",,,,,,,,,,,,,,,,,"Species belonging to the genus Epilithonimonas- Genome sequencing and assembly",,98.9,98.4,,,,"Good","2018-11-29T10:25:25.544Z","2018-11-29T10:25:25.544Z"
"420404.16","Chryseobacterium hominis strain DSM 19326",,420404,"WGS","DSM 19326",,,,,,"DSM 19326",,"2016-10-27T00:00:00Z",,"PRJEB15770","SAMN05421793","GCA_900108525.1",,"FNWX01000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,91,2788642,35.771606,2756,2639,,,,,,"USA: Hawaii, island of Oahu, Kaneohe Bay",,,,,,,,,,,,,,,,,,,,,,,,,"Chryseobacterium hominis DSM 19326",,98.9,98.5,,,,"Good","2019-07-18T10:49:40.552Z","2019-07-18T10:49:40.552Z"
"421058.6","Chryseobacterium oranimense strain DSM 19055",,421058,"WGS","DSM 19055",,,,,,"DSM 19055",,"2016-12-02T00:00:00Z",,"PRJEB18227","SAMN05421866","GCF_900129755.1",,"FQWT00000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,16,4598339,37.87,4430,4261,,,,,"Israel","Israel: northern part",,,,,,,,,,,,,,,,,,,,,,,,,"Chryseobacterium oranimense DSM 19055",,98.2,97.4,100,,,"Good","2017-01-21T11:33:41.834Z","2017-01-21T11:33:41.834Z"
"421072.12","Chryseobacterium halperniae strain DSM 19921",,421072,"WGS","DSM 19921",,,,,,"DSM 19921",,"2016-10-29T00:00:00Z",,"PRJEB16957","SAMN04488097","GCA_900110605.1",,"FOFI01000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,14,4089033,37.760704,3989,3739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Epilithonimonas lactis DSM 19921",,98.5,98.1,,,,"Good","2019-07-18T10:56:49.078Z","2019-07-18T10:56:49.078Z"
"421072.8","Epilithonimonas lactis strain LMG 24401",,421072,"WGS","LMG 24401",,,,,,,,"2014-07-28T00:00:00Z","-","PRJNA255518","SAMN02924066","GCA_000735105.1",,"JPLY00000000","-","GCAT-SEEK",,"Illumina MiSeq","92.0x","NextGene v. 2.2",,,22,4236390,37.8,4041,3617,,"raw cow's milk",,"2010","Israel","Israel",,,,,,,,,,,,,,,"Negative","Bacilli",,"No","Mesophilic","28C","Mesophilic","Aerobic","Terrestrial",,"isolated from raw cow's milk",,98,96.3,100,2.1,,"Good","2014-12-09T00:47:08.599Z","2015-03-16T03:17:09.594Z"
"421525.14","Chryseobacterium haifense strain F4391",,421525,"WGS","F4391",,,,,,,,"2018-11-14T00:00:00Z",,"PRJNA498534","SAMN10343175","GCA_003729975.1",,"RJTY01000000",,"Bacterial Special Pathogens Branch (CDC)",,"Illumina MiSeq","150x","CLC NGS Cell v. 11",,,88,2670904,36.690422,2720,2551,,"lung",,"1983","United States","USA: Indiana",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Species belonging to the genus Chryseobacterium-Genome sequencing and assembly","sample_type:Lung",99.3,98.8,,,,"Good","2018-11-29T10:27:41.246Z","2018-11-29T10:27:41.246Z"
"421525.16","Chryseobacterium haifense strain G0079",,421525,"Complete","G0079",,,,,,,,"2018-11-25T00:00:00Z",,"PRJNA498534","SAMN10343176","GCA_003816015.1",,"CP033933",,"Bacterial Special Pathogens Branch (CDC)",,"PacBio","134.04x","HGAP v. 3",1,,1,2764180,36.958195,2802,2578,,,,"1980","United Kingdom","United Kingdom: Scotland, Midlothian",,,,,,"calf",,,,,,,,,,,,,,,,,,,"Species belonging to the genus Chryseobacterium-Genome sequencing and assembly","sample_type:Calf",98.8,97.3,,,,"Good","2019-01-30T01:25:16.767Z","2019-01-30T01:25:16.767Z"
"421531.5","Chryseobacterium luteum strain DSM 18605",,421531,"WGS","DSM 18605",,,,,,"DSM 18605",,"2014-08-05T00:00:00Z","-","PRJNA256038","SAMN02937279","GCA_000737785.1",,"JPRO00000000","-","GCAT-SEEK",,"Illumina MiSeq","15.0x","NextGene v. 2.2",,,49,4718546,37.3,4412,4032,,"phyllosphere of grasses",,"2013","Germany","Germany",,,,,,,,,,,,,,,"Negative","Bacilli","No","No","Mesophilic","28C","NonHalophilic","Aerobic","Terrestrial",,"Genome of Chryseobacterium luteum DSM 18605",,97.5,96.6,100,,,"Good","2014-12-09T00:47:09.014Z","2015-03-16T03:17:09.594Z"
"426481.3","Tenacibaculum aiptasiae strain a4",,426481,"WGS","a4",,,,"MLST.Tenacibaculum_spp.68",,,,"2019-10-02T00:00:00Z",,"PRJNA573476","SAMN12826462","GCA_008806755.1",,"WAAU01000000",,"Insititute of Oceanology, Chinese Academy of Sciences",,"Illumina","316.0x","SOAPdenovo v. 2",,,87,3916794,30.109394,3763,3589,,,,"2008-07-01",,"Taiwan",,,,,,"Aiptasia pulchella",,,,,,,,,,,,,,,,,,,"Isolates from Haliotis rubra.","sample_type:cell culture",99,98.6,,,,"Good","2019-10-27T19:38:06.893Z","2019-10-27T19:38:06.893Z"
"428988.5","Flavobacterium lindanitolerans strain IP-10",,428988,"WGS","IP-10",,,,,,,"Yes","2017-12-21T00:00:00Z",,"PRJNA369973","SAMN06295982","GCA_002846575.1",,"PJND01000000",,"DOE Joint Genome Institute",,"Illumina HiSeq","390.0x","SPAdes v. 3.6.2",,,15,3722747,37.89,3381,3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genome sequencing as part of the Genomic Encyclopedia of Type Strains, Phase III project",,99,98.7,100,,,"Good","2018-01-01T06:46:13.405Z","2018-01-01T06:46:13.405Z"
"428988.6","Flavobacterium lindanitolerans strain DSM 21886",,428988,"WGS","DSM 21886",,,,,,"DSM:21886","Yes","2018-10-15T00:00:00Z",,"PRJNA402472","SAMN07621112","GCA_003663835.1",,"RCCB01000000",,"DOE Joint Genome Institute",,"Illumina HiSeq","305.0x","SPAdes v. 3.9.0",,,18,3721860,37.887875,3384,3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequencing as part of the Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II project",,99.2,98.7,,,,"Good","2018-11-29T02:05:37.350Z","2018-11-29T02:05:37.350Z"
"428988.8","Flavobacterium lindanitolerans strain geoumgang strain MaA-Y11",,428988,"WGS","MaA-Y11",,,,,,,,"2019-06-22T00:00:00Z",,"PRJNA548863","SAMN12057705","GCA_006385255.1",,"VFJE01000000",,"chungang university",,"Illumina HiSeq","19.5x","SOAPdenovo v. 2",,,56,4056248,37.058853,3759,3586,,"river",,"2013-07-10",,"South Korea: Geoumgang",,,,,,,,,,,,,,,,,,,,,,,,,"genome sequence of Flavobacterium sp.","sample_type:river",99.3,98.9,,,,"Good","2019-09-30T08:15:38.842Z","2019-09-30T08:15:38.842Z"
"429344.6","Maribacter polysiphoniae strain DSM 23514",,429344,"WGS","DSM 23514",,,,,,"DSM:23514","Yes","2018-05-22T00:00:00Z",,"PRJNA262280","SAMN05660747","GCA_003148665.1",,"QGGQ01000000",,"DOE Joint Genome Institute",,"Illumina HiSeq","180.0x","AllPaths v. r46652",,,30,5129962,40.302032,4797,4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II: from individual species to whole genera",,99.1,98.7,100,,,"Good","2018-07-15T15:45:20.743Z","2018-07-15T15:45:20.743Z"
"435906.4","Salegentibacter salarius strain KCTC 12974",,435906,"WGS","KCTC 12974",,,,,,,,"2016-10-04T00:00:00Z",,"PRJNA342520","SAMN05762002","GCF_001752425.1",,"MJBR00000000",,"State Key Laboratory of Marine Enviromment Laboratory",,"Illumina MiSeq","220.0x","Newbler v. V2.8",,,52,3317704,37,3110,2982,,"marine solar saltern",,,"South Korea","South Korea: Yellow Sea",,,,,,,,,,,,,,,,,,,,,,,,,"Genome Sequence of Salegentibacter salarius","sample_type:pure culture",99.1,98.7,100,0.1,,"Good","2016-11-16T23:56:38.906Z","2016-11-16T23:56:38.906Z"
"435906.5","Salegentibacter salarius strain DSM 23401",,435906,"WGS","DSM 23401",,,,,,,,"2017-03-11T00:00:00Z",,"PRJEB19761","SAMN05660445","GCA_900168265.1",,"FVZF00000000",,,,,,,,,48,3328841,37.01,3161,3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,98.8,100,,,"Good","2017-05-30T14:22:05.402Z","2017-05-30T14:22:05.402Z"
"435906.6","Salegentibacter salarius strain KCTC 12974",,435906,"WGS","KCTC 12974",,,,,,,,"2017-12-11T00:00:00Z",,"PRJNA297742","SAMN04145447","GCA_002833385.1",,"LKTR01000000",,"Xiamen University",,"Illumina MiSeq","220.0x","Newbler v. 2.8",,,57,3315810,37.01,3113,2959,,"marine solar saltern",,,,,,,,,,,,,,,,,,,,,,,,"C",,,,,"Draft genome sequence of Salegentibacter salarius KCTC 12974","sample_type:pure culture",99.1,98.7,100,0.1,,"Good","2018-01-01T04:39:56.432Z","2018-01-01T04:39:56.432Z"
"440514.5","Maribacter stanieri strain DSM 19891",,440514,"WGS","DSM 19891",,,,,,"DSM 19891",,"2016-11-01T00:00:00Z",,"PRJEB17166","SAMN04488010","GCA_900112245.1",,"FOYX01000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,9,4460741,34.373734,3921,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maribacter stanieri DSM 19891",,99,98.4,,,,"Good","2019-07-18T11:08:38.836Z","2019-07-18T11:08:38.836Z"
"440515.3","Arenibacter echinorum strain DSM 23522",,440515,"WGS","DSM 23522",,,,,,"DSM:23522","Yes","2018-06-21T00:00:00Z",,"PRJNA262075","SAMN03080605","GCA_003259375.1",,"QLLN01000000",,"DOE Joint Genome Institute",,"Illumina HiSeq","175.0x","AllPaths v. r46652",,,24,5193588,39.32614,4607,4338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II: from individual species to whole genera",,98.4,97.3,100,,,"Good","2018-07-16T09:10:43.868Z","2018-07-16T09:10:43.868Z"
"442714.3","Ulvibacter antarcticus strain DSM 23424",,442714,"WGS","DSM 23424",,,,,,"DSM:23424","Yes","2018-10-25T00:00:00Z",,"PRJNA363566","SAMN06264851","GCA_003688405.1",,"REFC01000000",,"DOE Joint Genome Institute",,"Illumina HiSeq","204.0x","SPAdes v. 3.9.0",,,19,3845875,36.701717,3528,3383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequencing as part of the Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II project",,99.6,99.3,,,,"Good","2018-11-29T05:35:32.340Z","2018-11-29T05:35:32.340Z"
"443612.6","Flavobacterium resistens strain DSM 19382",,443612,"WGS","DSM 19382",,,,,,"DSM 19382",,"2019-07-11T00:00:00Z",,"PRJEB20670","SAMN06265349","GCA_900182645.1",,"FXTA01000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,23,5036896,33.34794,4373,4278,,,,,,"South Korea:Busan",,,,,,,,,,,,,,,,,,,,,,,,,"Flavobacterium resistens DSM 19382",,99.6,99,,,,"Good","2019-10-02T19:46:48.252Z","2019-10-02T19:46:48.252Z"
"443612.9","Flavobacterium resistens strain DSM 19382",,443612,"WGS","DSM 19382",,,,,,"DSM:19382",,"1900-01-01T00:00:00Z",,"PRJNA588991","SAMN13262566",,,"WKKG01000000",,"Lycoming College",,"Illumina MiSeq","37.0x","NextGene v. 2.3.4.2",,,31,5019622,33.32998,4390,4223,,"freshwater stream sediment",,"2005","South Korea","South Korea: Busan",,,,"1 cm",,,,,,,,,,,,,,,,,,,,,"Flavobacterium resistens DSM 19382",,98.4,97.7,,,,"Good","2019-12-30T23:23:29.404Z","2019-12-30T23:23:29.404Z"
"444179.12","Candidatus Sulcia muelleri GWSS",,444179,"Complete","GWSS",,,,,,,,"2014-01-31T00:00:00Z","18048332","PRJNA19617","SAMN02604132","GCA_000017525.1",,"CP000770",,"University of Arizona",,,,,1,,1,245530,22.440842,229,227,,,,,"USA","USA: Riverside, CA",,,,,,"Homalodisca vitripennis (glassy-winged sharpshooter)",,,,,,,,,,,,,,,,,,,"Candidatus Sulcia muelleri GWSS. This strain is being sequenced for comparative genome analysis.",,,,,,"Genome too short","Poor","2019-07-18T08:20:51.749Z","2019-07-18T08:20:51.749Z"
"445960.10","Chryseobacterium jejuense strain DSM 19299",,445960,"WGS","DSM 19299",,,,,,"DSM 19299",,"2016-10-20T00:00:00Z",,"PRJEB15966","SAMN05421542","GCA_900100075.1",,"FNEG01000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,20,5168180,35.32121,4734,4579,,,,,,"South Korea:Jeju",,,,,,,,,,,,,,,,,,,,,,,,,"Chryseobacterium jejuense DSM 19299",,98,97.1,,,,"Good","2019-07-18T11:36:23.918Z","2019-07-18T11:36:23.918Z"
"445960.8","Chryseobacterium jejuense strain NCTC13492",,445960,"WGS","NCTC13492","not available: to be reported later",,,,,"NCTC:13492",,"2018-06-16T00:00:00Z",,"PRJEB6403","SAMEA104318207","GCA_900446855.1",,"UAWB01000000",,"SC",,,,,,,15,5100171,35.40056,4692,4516,,"Soil",,"1900/2010","South Korea","South Korea: Jeju",,,,,,,,,,,,,,,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/",,97.6,96.5,92.5,1.2,,"Good","2018-10-04T00:36:27.512Z","2018-10-04T00:36:27.512Z"
"445961.5","Chryseobacterium soli strain DSM 19298",,445961,"WGS","DSM 19298",,,,,,"DSM 19298",,"2014-08-05T00:00:00Z","-","PRJNA255943","SAMN02934080","GCA_000737705.1",,"JPRH00000000","-","GCAT-SEEK",,"Illumina MiSeq","105.0x","NextGene v. 2.3",,,26,4754478,36.4,4428,4064,,"soil",,"2014","South Korea","South Korea",,,,,,,,,,,,,,,"Negative","Bacilli","No","No","Mesophilic","28C","Unknown","Aerobic","Terrestrial",,"Genome of Chryseobacterium soli DSM 19298",,97.9,97.3,100,,,"Good","2014-12-09T00:47:10.342Z","2015-03-16T03:17:09.594Z"
"44737.4","Capnocytophaga sp. strain bin_11",,44737,"WGS","bin_11",,,,,,,,"2018-10-12T00:00:00Z",,"PRJNA383868","SAMN10134561","GCA_003638885.1",,"RBJR01000000",,"J. Craig Venter Institute",,"Illumina NextSeq 500","24.50866013x","metaSPAdes v. 3.9.0",,,1652,7550959,41.362377,7557,7168,,"supragingival plaque isolated from 88 juvenile twins",,,"Australia","Australia",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"The development of dental caries in children provides a disease model that is well suited to a metagenomic investigation since the timeframe of caries development can be monitored within a defined study period during which longitudinal studies can be conducted. Dental caries has a well-established link to discrete, but only partially characterized changes in the dental plaque microbiome. Our study endeavors to define the relative abundance of many species comprising the dental plaque microbiome in twin pairs discordant for dental caries in association and longitudinal studies. The study power afforded by the use of discordant twin pairs for dental caries is substantially greater than similar studies using unrelated individuals. Next, we will compare the caries-free and caries-active microbiomes by deep metagenomic sequencing to identify differentially abundant genes and metabolic pathways. Lastly, we will determine the functional relevance of differentially abundant species, strains and genes by conducting targeted meta-transcriptomic studies. The statistical significance of all of the datasets will be determined which will allow for the widespread identification of species, strains, genes and transcripts associated with dental caries and dental health. These approaches are likely to enhance our understanding of dental caries onset and development and may enable in the future the development of novel treatment strategies.;derived from metagenome","sample_type:metagenomic assembly",98,70.7,,,"Too many contigs;Low Fine consistency score","Poor","2018-11-28T23:29:44.289Z","2018-11-28T23:29:44.289Z"
"44737.6","Capnocytophaga sp. strain T-B-F_MAG_00002",,44737,"WGS","T-B-F_MAG_00002",,,,,,,,"2020-06-11T00:00:00Z",,"PRJNA625082","SAMN14602666","GCA_013333305.1",,"JABCPC010000280,JABCPC010000085,JABCPC010000076,JABCPC010000057,JABCPC010000310,JABCPC010000084,JABCPC010000217",,"Marine Biological Laboratory",,"Illumina NextSeq 500","50x","MEGAHIT v. 1.0.6",,,310,1415771,40.915443,1484,,,"tongue scraping",,"2016-02","USA","USA: Massachusetts",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"We investigated phylogenetic and functional markers of niche partitioning of enigmatic members of the oral cavity, with a focus on members of the candidate phylum TM7. We used a metagenomic assembly and binning approach to recover metagenome-assembled genomes (MAGs) from the supragingival plaque and tongue dorsum of healthy individuals, and used long-read sequencing to associate TM7 MAGs with previously identified phylotypes through 16S rRNA sequence comparison. Our genomes represent prevalent and abundant lineages that lack genomic representation in the HOMD and National Center for Biotechnology Information (NCBI) genomic databases, including members of the Candidate Phyla Radiation. Using a multi-omics approach we show that oral TM7 species are split into plaque and tongue specialists, and that plaque TM7 phylogenetically and functionally associate with environmental TM7, while tongue TM7 associate with TM7 from animal guts. To assess the generality of our results we carried out read recruitment from approximately 200 tongue and 200 plaque Human Microbiome Project (HMP) samples; which confirm that the genomes we identified are prevalent, abundant, and site-specific. Our findings suggest that at least for TM7, dental plaque resembles non-host habitats, while tongue- and gut-associated TM7s are more strongly shaped by the host. In addition, our results shed light on other understudied members of the oral cavity, and allow for better genomic insight into prevalent, yet poorly understood members of the oral microbiome.","sample_type:metagenomic assembly",89.8,88.4,,,"Low contig N50","Poor","2020-07-01T13:06:43.428Z","2020-07-01T13:06:43.428Z"
"44737.7","Capnocytophaga sp. strain P-B-M_MAG_00008",,44737,"WGS","P-B-M_MAG_00008",,,,,,,,"2020-06-11T00:00:00Z",,"PRJNA625082","SAMN14602646","GCA_013333705.1",,"JABCOI010000028,JABCOI010000124,JABCOI010000112,JABCOI010000032,JABCOI010000018,JABCOI010000059,JABCOI010000131",,"Marine Biological Laboratory",,"Illumina NextSeq 500","50x","MEGAHIT v. 1.0.6",,,133,2251100,40.4114,2162,,,"dental plaque",,"2016-02","USA","USA: Massachusetts",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"We investigated phylogenetic and functional markers of niche partitioning of enigmatic members of the oral cavity, with a focus on members of the candidate phylum TM7. We used a metagenomic assembly and binning approach to recover metagenome-assembled genomes (MAGs) from the supragingival plaque and tongue dorsum of healthy individuals, and used long-read sequencing to associate TM7 MAGs with previously identified phylotypes through 16S rRNA sequence comparison. Our genomes represent prevalent and abundant lineages that lack genomic representation in the HOMD and National Center for Biotechnology Information (NCBI) genomic databases, including members of the Candidate Phyla Radiation. Using a multi-omics approach we show that oral TM7 species are split into plaque and tongue specialists, and that plaque TM7 phylogenetically and functionally associate with environmental TM7, while tongue TM7 associate with TM7 from animal guts. To assess the generality of our results we carried out read recruitment from approximately 200 tongue and 200 plaque Human Microbiome Project (HMP) samples; which confirm that the genomes we identified are prevalent, abundant, and site-specific. Our findings suggest that at least for TM7, dental plaque resembles non-host habitats, while tongue- and gut-associated TM7s are more strongly shaped by the host. In addition, our results shed light on other understudied members of the oral cavity, and allow for better genomic insight into prevalent, yet poorly understood members of the oral microbiome.","sample_type:metagenomic assembly",95.7,94,,,,"Good","2020-07-01T13:10:35.130Z","2020-07-01T13:10:35.130Z"
"447422.4","Salegentibacter salinarum strain DSM 23400",,447422,"WGS","DSM 23400",,,,,,,,"2017-03-08T00:00:00Z",,"PRJEB19701","SAMN05660903","GCA_900168115.1",,"FUZC00000000",,,,,,,,,41,4310031,37.19,3927,3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,98.4,100,,,"Good","2017-05-30T14:55:50.666Z","2017-05-30T14:55:50.666Z"
