,Genome,BGC_full,Class,BiG-SCAPE class,Product Prediction,Clan,Family,Pfam_vector,Pfam_vector_length,Pfam_descriptor
904,GCA_900112575.1,GCA_900112575.1_contig09.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,10927,10927,['PF01648.20 PF00975.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF13193.6 PF00501.28 PF01381.22 PF01381.22 PF02357.19 PF01467.26 PF00483.23 PF01370.21 PF16363.5 PF03721.14 PF00984.19 PF03720.15 PF00535.26 PF00132.24 PF00534.20 PF00534.20'],27,RBFA;MacB_PCD;FtsX;MatE;MatE;PhdYeFM_antitox;YoeB_toxin;Dus;AMP-binding_C_2;AMP-binding;AAT;NAD_binding_8;Acyltransferase;MMPL;DUF2062;Glycos_transf_2;FabA;OMP_b-brl_2;OMP_b-brl_2;LolA;Polysacc_deac_1;ketoacyl-synt;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;4HBT_2;ABC2_membrane_3;ABC_tran;DUF4872;BtrH_N;ACP_syn_III_C;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;Lyase_aromatic;FAD_binding_3;rhaM;FAA_hydrolase;adh_short_C2;GD_AH_C;SAF;HTH_18;adh_short_C2;SSF;GalP_UDP_tr_C;GalP_UDP_transf;GHMP_kinases_C;GHMP_kinases_N;GalKase_gal_bdg;Aldose_epim;GntR;NUDIX
4685,GCA_900112575.1,GCA_900112575.1_contig09.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,9847,9847,['PF01648.20 PF00975.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF13193.6 PF00501.28 PF01381.22 PF01381.22 PF02357.19 PF01467.26 PF00483.23 PF01370.21 PF16363.5 PF03721.14 PF00984.19 PF03720.15 PF00535.26 PF00132.24 PF00534.20 PF00534.20'],27,RBFA;MacB_PCD;FtsX;MatE;MatE;PhdYeFM_antitox;YoeB_toxin;Dus;AMP-binding_C_2;AMP-binding;AAT;NAD_binding_8;Acyltransferase;MMPL;DUF2062;Glycos_transf_2;FabA;OMP_b-brl_2;OMP_b-brl_2;LolA;Polysacc_deac_1;ketoacyl-synt;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;4HBT_2;ABC2_membrane_3;ABC_tran;DUF4872;BtrH_N;ACP_syn_III_C;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;WG_beta_rep;Lyase_aromatic;FAD_binding_3;rhaM;FAA_hydrolase;adh_short_C2;GD_AH_C;SAF;HTH_18;adh_short_C2;SSF;GalP_UDP_tr_C;GalP_UDP_transf;GHMP_kinases_C;GHMP_kinases_N;GalKase_gal_bdg;Aldose_epim;GntR;NUDIX
5659,GCA_900112975.1,GCA_900112975.1_contig11.region001,PKSother,Others,betalactone.T3PKS,1848,8120,['PF09084.11 PF13302.7 PF01048.20 PF01253.22 PF03171.20 PF14226.6 PF00676.20 PF02779.24 PF02780.20 PF00682.19 PF00180.20 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF13710.6 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF16177.5 PF00501.28 PF13193.6 PF01494.19 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22 PF01648.20 PF00929.24 PF10335.9 PF03445.13 PF00571.28 PF00027.29 PF11138.8 PF05661.12 PF10431.9 PF07724.14 PF17871.1 PF00004.29 PF02861.20 PF02861.20 PF11009.8 PF00665.26'],46,DLH;3-dmu-9_3-mt;Pribosyltran;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;DNA_photolyase;FAD_binding_7;DUF2867;NAD_binding_10;GTP_cyclohydroI;adh_short_C2;DUF2805;FAD_binding_7;DNA_photolyase;FAD_binding_7;DNA_photolyase
6368,GCA_900112975.1,GCA_900112975.1_contig11.region001,Others,Others,betalactone.T3PKS,10039,3998,['PF09084.11 PF13302.7 PF01048.20 PF01253.22 PF03171.20 PF14226.6 PF00676.20 PF02779.24 PF02780.20 PF00682.19 PF00180.20 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF13710.6 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF16177.5 PF00501.28 PF13193.6 PF01494.19 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22 PF01648.20 PF00929.24 PF10335.9 PF03445.13 PF00571.28 PF00027.29 PF11138.8 PF05661.12 PF10431.9 PF07724.14 PF17871.1 PF00004.29 PF02861.20 PF02861.20 PF11009.8 PF00665.26'],46,DLH;3-dmu-9_3-mt;Pribosyltran;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;DNA_photolyase;FAD_binding_7;DUF2867;NAD_binding_10;GTP_cyclohydroI;adh_short_C2;DUF2805;FAD_binding_7;DNA_photolyase;FAD_binding_7;DNA_photolyase
5892,GCA_900113135.1,GCA_900113135.1_contig32.region001,PKSother,Others,T3PKS.arylpolyene,1848,10217,['PF03061.22 PF00293.28 PF01904.18 PF00171.22 PF11750.8 PF01966.22 PF07698.11 PF07697.11 PF00108.23 PF02803.18 PF18348.1 PF00877.19 PF00501.28 PF03417.16 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF02801.22 PF00109.26 PF13279.6 PF03279.13 PF13561.6 PF00221.19 PF01494.19 PF17293.2 PF13102.6 PF00589.22'],34,Catalase;Catalase-rel;Catalase_C;Transpeptidase;Transgly;SdiA-regulated;SNARE_assoc;CSD;DEAD;Helicase_C;DbpA;VF530;DnaJ;KTSC;5TM-5TMR_LYT;PAS_9;HisKA;HATPase_c;Response_reg;DUF4251;Ribosomal_S30AE;Aconitase_C;Aconitase;ACPS;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;FabA;adh_short_C2;Chal_sti_synt_C;Chal_sti_synt_N;Methyltransf_31;FAD_binding_3;OmpA;Gly-zipper_Omp;Lipocalin_4;DUF1328;Transketolase_C;Transket_pyr;E1_dh;DIOX_N;2OG-FeII_Oxy;SUI1;DUF1835;PNP_UDP_1;PP_kinase_N;PP_kinase;PP_kinase_C_1;PP_kinase_C;NMT1;UDG;MutS_V;DUF393;SDF;Chorismate_synt;Metallophos_2
7137,GCA_900113135.1,GCA_900113135.1_contig32.region001,Others,Others,T3PKS.arylpolyene,3570,3570,['PF03061.22 PF00293.28 PF01904.18 PF00171.22 PF11750.8 PF01966.22 PF07698.11 PF07697.11 PF00108.23 PF02803.18 PF18348.1 PF00877.19 PF00501.28 PF03417.16 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF02801.22 PF00109.26 PF13279.6 PF03279.13 PF13561.6 PF00221.19 PF01494.19 PF17293.2 PF13102.6 PF00589.22'],34,Catalase;Catalase-rel;Catalase_C;Transpeptidase;Transgly;SdiA-regulated;SNARE_assoc;CSD;DEAD;Helicase_C;DbpA;VF530;DnaJ;KTSC;5TM-5TMR_LYT;PAS_9;HisKA;HATPase_c;Response_reg;DUF4251;Ribosomal_S30AE;Aconitase_C;Aconitase;ACPS;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;FabA;adh_short_C2;Chal_sti_synt_C;Chal_sti_synt_N;Methyltransf_31;FAD_binding_3;OmpA;Gly-zipper_Omp;Lipocalin_4;DUF1328;Transketolase_C;Transket_pyr;E1_dh;DIOX_N;2OG-FeII_Oxy;SUI1;DUF1835;PNP_UDP_1;PP_kinase_N;PP_kinase;PP_kinase_C_1;PP_kinase_C;NMT1;UDG;MutS_V;DUF393;SDF;Chorismate_synt;Metallophos_2
3786,GCA_900113975.1,GCA_900113975.1_contig05.region002,Terpene,Others,terpene.NRPS,6097,9210,['PF00072.24 PF00158.26 PF02954.19 PF02518.26 PF02525.17 PF00027.29 PF00903.25 PF10709.9 PF00561.20 PF13840.6 PF10000.9 PF00196.19 PF00072.24 PF02518.26 PF12833.7 PF00158.26 PF12833.7 PF06445.15 PF04371.15 PF08534.10 PF00975.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00903.25 PF01872.17 PF00561.20 PF12680.7 PF00072.24 PF13560.6 PF07992.14 PF06144.13 PF13588.6 PF13419.6 PF01738.18 PF07883.11 PF13302.7 PF11138.8 PF01035.20 PF02870.15'],49,DNA_alkylation;Na_H_Exchanger;DUF4919;MMR_HSR1;GTP-bdg_M;GTP-bdg_N;Response_reg;LytTR;META;Peptidase_S46;DUF1905;OmdA;NAD_binding_4;PP-binding;AMP-binding_C;AMP-binding;Mg_chelatase_C;Mg_chelatase;Tn7_Tnp_TnsA_N;Tn7_Tnp_TnsA_C;HTH_28;rve;Mu-transpos_C;TniB;TniQ;HTH_3;HNH_5;Resolvase;HTH_7;Peptidase_M78;aGPT-Pplase3;Thymidylat_synt;Mg_chelatase;ChlI
630,GCA_900113975.1,GCA_900113975.1_contig05.region002,NRPS,Others,terpene.NRPS,4935,9386,['PF00072.24 PF00158.26 PF02954.19 PF02518.26 PF02525.17 PF00027.29 PF00903.25 PF10709.9 PF00561.20 PF13840.6 PF10000.9 PF00196.19 PF00072.24 PF02518.26 PF12833.7 PF00158.26 PF12833.7 PF06445.15 PF04371.15 PF08534.10 PF00975.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00903.25 PF01872.17 PF00561.20 PF12680.7 PF00072.24 PF13560.6 PF07992.14 PF06144.13 PF13588.6 PF13419.6 PF01738.18 PF07883.11 PF13302.7 PF11138.8 PF01035.20 PF02870.15'],49,DNA_alkylation;Na_H_Exchanger;DUF4919;MMR_HSR1;GTP-bdg_M;GTP-bdg_N;Response_reg;LytTR;META;Peptidase_S46;DUF1905;OmdA;NAD_binding_4;PP-binding;AMP-binding_C;AMP-binding;Mg_chelatase_C;Mg_chelatase;Tn7_Tnp_TnsA_N;Tn7_Tnp_TnsA_C;HTH_28;rve;Mu-transpos_C;TniB;TniQ;HTH_3;HNH_5;Resolvase;HTH_7;Peptidase_M78;aGPT-Pplase3;Thymidylat_synt;Mg_chelatase;ChlI
8425,GCA_900113975.1,GCA_900113975.1_contig05.region002,Others,Others,terpene.NRPS,4095,9386,['PF00072.24 PF00158.26 PF02954.19 PF02518.26 PF02525.17 PF00027.29 PF00903.25 PF10709.9 PF00561.20 PF13840.6 PF10000.9 PF00196.19 PF00072.24 PF02518.26 PF12833.7 PF00158.26 PF12833.7 PF06445.15 PF04371.15 PF08534.10 PF00975.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00903.25 PF01872.17 PF00561.20 PF12680.7 PF00072.24 PF13560.6 PF07992.14 PF06144.13 PF13588.6 PF13419.6 PF01738.18 PF07883.11 PF13302.7 PF11138.8 PF01035.20 PF02870.15'],49,DNA_alkylation;Na_H_Exchanger;DUF4919;MMR_HSR1;GTP-bdg_M;GTP-bdg_N;Response_reg;LytTR;META;Peptidase_S46;DUF1905;OmdA;NAD_binding_4;PP-binding;AMP-binding_C;AMP-binding;Mg_chelatase_C;Mg_chelatase;Tn7_Tnp_TnsA_N;Tn7_Tnp_TnsA_C;HTH_28;rve;Mu-transpos_C;TniB;TniQ;HTH_3;HNH_5;Resolvase;HTH_7;Peptidase_M78;aGPT-Pplase3;Thymidylat_synt;Mg_chelatase;ChlI
669,GCA_900114085.1,GCA_900114085.1_contig28.region001,NRPS,PKS-NRP_Hybrids,T3PKS.NRPS,4935,9925,['PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00975.20 PF00296.20 PF05721.13 PF01063.19 PF02622.15 PF00216.21 PF02911.18 PF00551.19 PF16124.5 PF00271.31 PF00270.29 PF13521.6 PF04359.14 PF14123.6 PF00275.20 PF13715.6 PF01220.19 PF13505.6 PF02899.17 PF00589.22 PF00582.26 PF00582.26 PF10396.9 PF12631.7 PF02416.16 PF01648.20 PF02801.22 PF00109.26 PF07977.13 PF02797.15 PF00195.19 PF13649.6 PF01494.19 PF02517.16 PF13847.6 PF00196.19 PF01979.20 PF00196.19 PF00072.24 PF02518.26 PF07730.13 PF10437.9 PF03099.19 PF01381.22 PF13657.6 PF07804.12'],57,Condensation;AMP-binding
1341,GCA_900114085.1,GCA_900114085.1_contig28.region001,PKS-NRP,PKS-NRP_Hybrids,T3PKS.NRPS,10927,9925,['PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00975.20 PF00296.20 PF05721.13 PF01063.19 PF02622.15 PF00216.21 PF02911.18 PF00551.19 PF16124.5 PF00271.31 PF00270.29 PF13521.6 PF04359.14 PF14123.6 PF00275.20 PF13715.6 PF01220.19 PF13505.6 PF02899.17 PF00589.22 PF00582.26 PF00582.26 PF10396.9 PF12631.7 PF02416.16 PF01648.20 PF02801.22 PF00109.26 PF07977.13 PF02797.15 PF00195.19 PF13649.6 PF01494.19 PF02517.16 PF13847.6 PF00196.19 PF01979.20 PF00196.19 PF00072.24 PF02518.26 PF07730.13 PF10437.9 PF03099.19 PF01381.22 PF13657.6 PF07804.12'],57,Condensation;AMP-binding
5826,GCA_900114085.1,GCA_900114085.1_contig28.region001,PKSother,PKS-NRP_Hybrids,T3PKS.NRPS,1848,9925,['PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00975.20 PF00296.20 PF05721.13 PF01063.19 PF02622.15 PF00216.21 PF02911.18 PF00551.19 PF16124.5 PF00271.31 PF00270.29 PF13521.6 PF04359.14 PF14123.6 PF00275.20 PF13715.6 PF01220.19 PF13505.6 PF02899.17 PF00589.22 PF00582.26 PF00582.26 PF10396.9 PF12631.7 PF02416.16 PF01648.20 PF02801.22 PF00109.26 PF07977.13 PF02797.15 PF00195.19 PF13649.6 PF01494.19 PF02517.16 PF13847.6 PF00196.19 PF01979.20 PF00196.19 PF00072.24 PF02518.26 PF07730.13 PF10437.9 PF03099.19 PF01381.22 PF13657.6 PF07804.12'],57,Condensation;AMP-binding
8489,GCA_900114875.1,GCA_900114875.1_contig10.region001,Others,Others,T1PKS.terpene.hglE-KS,4095,9928,['PF00488.21 PF13302.7 PF03167.19 PF04306.13 PF13620.6 PF00924.18 PF03740.13 PF00561.20 PF12559.8 PF12559.8 PF12559.8 PF12559.8 PF08443.11 PF01370.21 PF00501.28 PF18376.1 PF03372.23 PF12893.7 PF00903.25 PF07843.11 PF01925.19'],21,EpsG;MMPL;MMPL;Acyltransferase;Thiolase_N;ACP_syn_III_C;BtrH_N;DUF4872;ABC_tran;ABC2_membrane_3;4HBT_2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;ketoacyl-synt;Polysacc_deac_1;LolA;OMP_b-brl_2;FabA;Glycos_transf_2;DUF2062;UnbV_ASPIC;VCBS;VCBS;Hydrolase_4;DUF3887;AAT;NAD_binding_8;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;Lyase_aromatic;FAD_binding_3;AMP-binding;tRNA-synt_1;Anticodon_1;zf-dskA_traR;Peptidase_A8;DUF218;tRNA-synt_1b;HATPase_c;HisKA;Trans_reg_C;Response_reg;PepSY_like;HAD_2;Sigma70_r4_2;Sigma70_r2
4831,GCA_900114875.1,GCA_900114875.1_contig10.region001,PKSother,Others,T1PKS.terpene.hglE-KS,1848,3351,['PF00488.21 PF13302.7 PF03167.19 PF04306.13 PF13620.6 PF00924.18 PF03740.13 PF00561.20 PF12559.8 PF12559.8 PF12559.8 PF12559.8 PF08443.11 PF01370.21 PF00501.28 PF18376.1 PF03372.23 PF12893.7 PF00903.25 PF07843.11 PF01925.19'],21,EpsG;MMPL;MMPL;Acyltransferase;Thiolase_N;ACP_syn_III_C;BtrH_N;DUF4872;ABC_tran;ABC2_membrane_3;4HBT_2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;ketoacyl-synt;Polysacc_deac_1;LolA;OMP_b-brl_2;FabA;Glycos_transf_2;DUF2062;UnbV_ASPIC;VCBS;VCBS;Hydrolase_4;DUF3887;AAT;NAD_binding_8;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;Lyase_aromatic;FAD_binding_3;AMP-binding;tRNA-synt_1;Anticodon_1;zf-dskA_traR;Peptidase_A8;DUF218;tRNA-synt_1b;HATPase_c;HisKA;Trans_reg_C;Response_reg;PepSY_like;HAD_2;Sigma70_r4_2;Sigma70_r2
4098,GCA_900114875.1,GCA_900114875.1_contig10.region001,Terpene,Others,T1PKS.terpene.hglE-KS,6097,10224,['PF00488.21 PF13302.7 PF03167.19 PF04306.13 PF13620.6 PF00924.18 PF03740.13 PF00561.20 PF12559.8 PF12559.8 PF12559.8 PF12559.8 PF08443.11 PF01370.21 PF00501.28 PF18376.1 PF03372.23 PF12893.7 PF00903.25 PF07843.11 PF01925.19'],21,EpsG;MMPL;MMPL;Acyltransferase;Thiolase_N;ACP_syn_III_C;BtrH_N;DUF4872;ABC_tran;ABC2_membrane_3;4HBT_2;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;ketoacyl-synt;Polysacc_deac_1;LolA;OMP_b-brl_2;FabA;Glycos_transf_2;DUF2062;UnbV_ASPIC;VCBS;VCBS;Hydrolase_4;DUF3887;AAT;NAD_binding_8;Lip_A_acyltrans;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;adh_short_C2;Lyase_aromatic;FAD_binding_3;AMP-binding;tRNA-synt_1;Anticodon_1;zf-dskA_traR;Peptidase_A8;DUF218;tRNA-synt_1b;HATPase_c;HisKA;Trans_reg_C;Response_reg;PepSY_like;HAD_2;Sigma70_r4_2;Sigma70_r2
5829,GCA_900114945.1,GCA_900114945.1_contig24.region001,PKSother,Others,betalactone.T3PKS,1848,9935,['PF00702.26 PF00122.20 PF00403.26 PF00403.26 PF12833.7 PF07731.14 PF00394.22 PF07732.15 PF11827.8 PF03441.14 PF00875.18 PF04116.13 PF00494.19 PF01593.24 PF13411.6 PF17655.1 PF07885.16 PF01738.18 PF03692.15 PF00132.24 PF00581.20 PF00581.20 PF00691.20 PF00535.26'],24,Hydrolase;E1-E2_ATPase;HMA;HMA;HTH_18;Cu-oxidase_2;Cu-oxidase;Cu-oxidase_3;DUF3347;FAD_binding_7;DNA_photolyase;FA_hydroxylase;SQS_PSY;Amino_oxidase;MerR_1;IRK_C;Ion_trans_2;DLH;CxxCxxCC;Hexapep;Rhodanese;Rhodanese;OmpA;Glycos_transf_2
6369,GCA_900114945.1,GCA_900114945.1_contig24.region001,Others,Others,betalactone.T3PKS,10039,3998,['PF00702.26 PF00122.20 PF00403.26 PF00403.26 PF12833.7 PF07731.14 PF00394.22 PF07732.15 PF11827.8 PF03441.14 PF00875.18 PF04116.13 PF00494.19 PF01593.24 PF13411.6 PF17655.1 PF07885.16 PF01738.18 PF03692.15 PF00132.24 PF00581.20 PF00581.20 PF00691.20 PF00535.26'],24,Hydrolase;E1-E2_ATPase;HMA;HMA;HTH_18;Cu-oxidase_2;Cu-oxidase;Cu-oxidase_3;DUF3347;FAD_binding_7;DNA_photolyase;FA_hydroxylase;SQS_PSY;Amino_oxidase;MerR_1;IRK_C;Ion_trans_2;DLH;CxxCxxCC;Hexapep;Rhodanese;Rhodanese;OmpA;Glycos_transf_2
8531,GCA_900115055.1,GCA_900115055.1_contig07.region003,Others,Others,T1PKS.terpene.hglE-KS,4095,9984,['PF09365.10 PF18376.1 PF00501.28 PF01370.21 PF08443.11 PF08443.11 PF12559.8 PF12559.8 PF12559.8 PF00561.20 PF03740.13 PF00924.18 PF04306.13 PF03167.19 PF13302.7 PF00488.21 PF00041.21'],17,NUDIX;DUF4294;Peptidase_M42;Ribul_P_3_epim;DUF4082;DUF1772;DUF692;Alpha_L_fucos;NDK;RsgA_GTPase;RsgA_N
4251,GCA_900115055.1,GCA_900115055.1_contig07.region003,Terpene,Others,T1PKS.terpene.hglE-KS,9941,9941,['PF09365.10 PF18376.1 PF00501.28 PF01370.21 PF08443.11 PF08443.11 PF12559.8 PF12559.8 PF12559.8 PF00561.20 PF03740.13 PF00924.18 PF04306.13 PF03167.19 PF13302.7 PF00488.21 PF00041.21'],17,NUDIX;DUF4294;Peptidase_M42;Ribul_P_3_epim;DUF4082;DUF1772;DUF692;Alpha_L_fucos;NDK;RsgA_GTPase;RsgA_N
4755,GCA_900115055.1,GCA_900115055.1_contig07.region003,PKSother,Others,T1PKS.terpene.hglE-KS,1848,2445,['PF09365.10 PF18376.1 PF00501.28 PF01370.21 PF08443.11 PF08443.11 PF12559.8 PF12559.8 PF12559.8 PF00561.20 PF03740.13 PF00924.18 PF04306.13 PF03167.19 PF13302.7 PF00488.21 PF00041.21'],17,NUDIX;DUF4294;Peptidase_M42;Ribul_P_3_epim;DUF4082;DUF1772;DUF692;Alpha_L_fucos;NDK;RsgA_GTPase;RsgA_N
7921,GCA_900115185.1,GCA_900115185.1_contig08.region001,Others,Others,T3PKS.arylpolyene.resorcinol,4095,5057,['PF01476.20 PF00501.28 PF03417.16 PF13450.6 PF01553.21 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF13505.6 PF13568.6 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF00550.25 PF00891.18 PF02801.22 PF00109.26 PF03061.22 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF00109.26 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF01494.19 PF01370.21 PF05649.13 PF01431.21 PF04389.17 PF00571.28 PF00571.28 PF02910.20 PF00890.24 PF02445.16 PF02082.20 PF03626.14 PF00510.18 PF00092.28 PF08406.10 PF07728.14 PF00115.20 PF00034.21 PF03625.14 PF13649.6 PF01648.20 PF02801.22 PF00109.26 PF07977.13 PF13561.6 PF02797.15 PF08392.12 PF13649.6 PF01494.19 PF10437.9 PF03099.19 PF05016.15 PF00436.25 PF00210.24 PF00893.19 PF00892.20 PF00892.20 PF00850.19 PF05257.16 PF01471.18 PF00575.23 PF17674.1 PF12836.7 PF16921.5 PF09371.10 PF08242.12 PF03724.16 PF04170.12 PF00691.20 PF13488.6 PF13648.6 PF01588.20 PF08264.13 PF09334.11'],95,TGT;Transketolase_N;Transket_pyr;Transketolase_C;OMP_b-brl_2;FKBP_C;S4;Pribosyltran;SKI;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Lycopene_cycl;Redoxin;Aconitase_C;Aconitase;AAA_lid_2;AAA_3;Rotamase;Rotamase;Rotamase;Rotamase
5607,GCA_900115185.1,GCA_900115185.1_contig08.region001,PKSother,Others,T3PKS.arylpolyene.resorcinol,1848,7785,['PF01476.20 PF00501.28 PF03417.16 PF13450.6 PF01553.21 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF13505.6 PF13568.6 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF00550.25 PF00891.18 PF02801.22 PF00109.26 PF03061.22 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF00109.26 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF01494.19 PF01370.21 PF05649.13 PF01431.21 PF04389.17 PF00571.28 PF00571.28 PF02910.20 PF00890.24 PF02445.16 PF02082.20 PF03626.14 PF00510.18 PF00092.28 PF08406.10 PF07728.14 PF00115.20 PF00034.21 PF03625.14 PF13649.6 PF01648.20 PF02801.22 PF00109.26 PF07977.13 PF13561.6 PF02797.15 PF08392.12 PF13649.6 PF01494.19 PF10437.9 PF03099.19 PF05016.15 PF00436.25 PF00210.24 PF00893.19 PF00892.20 PF00892.20 PF00850.19 PF05257.16 PF01471.18 PF00575.23 PF17674.1 PF12836.7 PF16921.5 PF09371.10 PF08242.12 PF03724.16 PF04170.12 PF00691.20 PF13488.6 PF13648.6 PF01588.20 PF08264.13 PF09334.11'],95,TGT;Transketolase_N;Transket_pyr;Transketolase_C;OMP_b-brl_2;FKBP_C;S4;Pribosyltran;SKI;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Lycopene_cycl;Redoxin;Aconitase_C;Aconitase;AAA_lid_2;AAA_3;Rotamase;Rotamase;Rotamase;Rotamase
4756,GCA_900128945.1,GCA_900128945.1_contig02.region002,PKSother,Others,terpene.T1PKS.hglE-KS,1848,2445,['PF00144.24 PF17132.4 PF17132.4 PF01593.24 PF13450.6 PF01266.24 PF04960.15 PF04397.15 PF00072.24 PF06580.13 PF13715.6 PF07715.15 PF14905.6 PF03060.15 PF03060.15 PF00109.26 PF02801.22 PF00698.21 PF08659.10 PF00109.26 PF02801.22 PF16197.5 PF00698.21 PF14765.6 PF01648.20 PF00550.25 PF00561.20 PF00201.18 PF00201.18 PF00668.20 PF00668.20 PF00239.21 PF18734.1 PF01553.21 PF07715.15 PF16215.5'],36,cNMP_binding;Esterase;TauD;Pyridoxal_deC;IucA_IucC;FhuF;Acetyltransf_8;K_oxygenase;IucA_IucC;FhuF;MatE;MatE;AMP-binding
8532,GCA_900128945.1,GCA_900128945.1_contig02.region002,Others,Others,terpene.T1PKS.hglE-KS,4095,9984,['PF00144.24 PF17132.4 PF17132.4 PF01593.24 PF13450.6 PF01266.24 PF04960.15 PF04397.15 PF00072.24 PF06580.13 PF13715.6 PF07715.15 PF14905.6 PF03060.15 PF03060.15 PF00109.26 PF02801.22 PF00698.21 PF08659.10 PF00109.26 PF02801.22 PF16197.5 PF00698.21 PF14765.6 PF01648.20 PF00550.25 PF00561.20 PF00201.18 PF00201.18 PF00668.20 PF00668.20 PF00239.21 PF18734.1 PF01553.21 PF07715.15 PF16215.5'],36,cNMP_binding;Esterase;TauD;Pyridoxal_deC;IucA_IucC;FhuF;Acetyltransf_8;K_oxygenase;IucA_IucC;FhuF;MatE;MatE;AMP-binding
